
#id=1
#text=Det har jeg læst... troede bare der var en ny grund til det måske...
32-12	"	
32-13	The	
32-14	Dragon	
32-15	Ball	
32-16	Z	
32-17	movie	
32-18	?	

#id=33
#text=En af mine venner kom med et forslag for et par dage siden, om en af de serier jeg tvivler på nogensinde vil komme her til, men hvad synes i egentlig??
33-1	En	
33-2	af	
33-3	mine	
33-4	venner	
33-5	kom	
33-6	med	
33-7	et	
33-8	forslag	
33-9	for	
33-10	et	
33-11	par	
33-12	dage	
33-13	siden	
33-14	,	
33-15	om	
33-16	en	
33-17	af	
33-18	de	
33-19	serier	
33-20	jeg	
33-21	tvivler	
33-22	på	
33-23	nogensinde	
33-24	vil	
33-25	komme	
33-26	her	
33-27	til	
33-28	,	
33-29	men	
33-30	hvad	
33-31	synes	
33-32	i	
33-33	egentlig	
33-34	?	
33-35	?	

#id=34
#text=Der havde vi så også lidt om japansk og der fik jeg da det indtryk at der var et tegn der fx betød hus og ikke et tegn der betød hu og så et til der betød s (på japansk selvfølgelig, hus er jo ikke et japansk ord.
34-1	Der	
34-2	havde	
34-3	vi	
34-4	så	
34-5	også	
34-6	lidt	
34-7	om	
34-8	japansk	
34-9	og	
34-10	der	
34-11	fik	
34-12	jeg	
34-13	da	
34-14	det	
34-15	indtryk	
34-16	at	
34-17	der	
34-18	var	
34-19	et	
34-20	tegn	
34-21	der	
34-22	fx	
34-23	betød	
34-24	hus	
34-25	og	
34-26	ikke	
34-27	et	
34-28	tegn	
34-29	der	
34-30	betød	
34-31	hu	
34-32	og	
34-33	så	
34-34	et	
34-35	til	
34-36	der	
34-37	betød	
34-38	s	
34-39	(	
34-40	på	
34-41	japansk	
34-42	selvfølgelig	
34-43	,	
34-44	hus	
34-45	er	
34-46	jo	
34-47	ikke	
34-48	et	
34-49	japansk	
34-50	ord	
34-51	.	

#id=35
#text=ok
35-1	ok	

#id=36
#text=Jeg kan dog desværre ikke komme, hulk...snøft, men Alex kan du ikke tage nogle billeder fra jeres (mangamania's) stand og ligge herind på forummet?
36-1	Jeg	
36-2	kan	
36-3	dog	
36-4	desværre	
36-5	ikke	
36-6	komme	
36-7	,	
36-8	hulk	
36-9	.	
36-10	.	
36-11	.	
36-12	snøft	
36-13	,	
36-14	men	
36-15	Alex	
36-16	kan	
36-17	du	
36-18	ikke	
36-19	tage	
36-20	nogle	
36-21	billeder	
36-22	fra	
36-23	jeres	
36-24	(	
36-25	mangamania	
36-26	'	
36-27	s	
36-28	)	
36-29	stand	
36-30	og	
36-31	ligge	
36-32	herind	
36-33	på	
36-34	forummet	
36-35	?	

#id=37
#text=I må virkelig undskylde, at jeg endnu ikke har lagt oversættelserne ind, men jeg blev bombarderet med lektier i går!
37-1	I	
37-2	må	
37-3	virkelig	
37-4	undskylde	
37-5	,	
37-6	at	
37-7	jeg	
37-8	endnu	
37-9	ikke	
37-10	har	
37-11	lagt	
37-12	oversættelserne	
37-13	ind	
37-14	,	
37-15	men	
37-16	jeg	
37-17	blev	
37-18	bombarderet	
37-19	med	
37-20	lektier	
37-21	i	
37-22	går	
37-23	!	

#id=38
#text=Har lige set Cowboy bebop, og der er der også en der siger det :?
38-1	Har	
38-2	lige	
38-3	set	
38-4	Cowboy	
38-5	bebop	
38-6	,	
38-7	og	
38-8	der	
38-9	er	
38-10	der	
38-11	også	
38-12	en	
38-13	der	
38-14	siger	
38-15	det	
38-16	:	
38-17	?	

#id=39
#text=Der er mange  der er meget stærke.
39-1	Der	
39-2	er	
39-3	mange	
39-4	der	
39-5	er	
39-6	meget	
39-7	stærke	
39-8	.	

#id=40
#text=Såkommer det jo nok til at gøre lidt av ;)
40-1	Så	
40-2	kommer	
40-3	det	
40-4	jo	
40-5	nok	
40-6	til	
40-7	at	
40-8	gøre	
40-9	lidt	
40-10	av	
40-11	;	
40-12	)	

#id=41
#text=Advancedbloodlines styrer! udover at dem der har dem næsten kun laver deres bloodlines angreb....(Neji, f.eks) :P
41-1	Advanced	
41-2	bloodlines	
41-3	styrer	
41-4	!	
41-5	udover	
41-6	at	
41-7	dem	
41-8	der	
41-9	har	
41-10	dem	
41-11	næsten	
41-12	kun	
41-13	laver	
41-14	deres	
41-15	bloodlines	
41-16	angreb	
41-17	.	
41-18	.	
41-19	.	
41-20	.	
41-21	(	
41-22	Neji	
41-23	,	
41-24	f	
41-25	.	
41-26	eks	
41-27	)	
41-28	:	
41-29	P	

#id=42
#text=Jeg glæder mig som et lille barn!
42-1	Jeg	
42-2	glæder	
42-3	mig	
42-4	som	
42-5	et	
42-6	lille	
42-7	barn	
42-8	!	

#id=43
#text=Shonen Jump?
43-1	Shonen	
43-2	Jump	
43-3	?	

#id=44
#text=Velkommentil dig WaNg182!
44-1	Velkommen	
44-2	til	
44-3	dig	
44-4	WaNg182	
44-5	!	

#id=45
#text=Deter mig, som er nr. 39 derinde... og den, så vidt jeg kan se, anden pige... :wink:
45-1	Det	
45-2	er	
45-3	mig	
45-4	,	
45-5	som	
45-6	er	
45-7	nr	
45-8	.	
45-9	39	
45-10	derinde	
45-11	.	
45-12	.	
45-13	.	
45-14	og	
45-15	den	
45-16	,	
45-17	så	
45-18	vidt	
45-19	jeg	
45-20	kan	
45-21	se	
45-22	,	
45-23	anden	
45-24	pige	
45-25	.	
45-26	.	
45-27	.	
45-28	:	
45-29	wink	
45-30	:	

#id=46
#text=Detville da være meget fedt hvis der blev smidt noget mere manga på markedet, men desværre er jeg bange for at der ikke ville gå særlig lang tid før min pung ikke ville være med mere...
46-1	Det	
46-2	ville	
46-3	da	
46-4	være	
46-5	meget	
46-6	fedt	
46-7	hvis	
46-8	der	
46-9	blev	
46-10	smidt	
46-11	noget	
46-12	mere	
46-13	manga	
46-14	på	
46-15	markedet	
46-16	,	
46-17	men	
46-18	desværre	
46-19	er	
46-20	jeg	
46-21	bange	
46-22	for	
46-23	at	
46-24	der	
46-25	ikke	
46-26	ville	
46-27	gå	
46-28	særlig	
46-29	lang	
46-30	tid	
46-31	før	
46-32	min	
46-33	pung	
46-34	ikke	
46-35	ville	
46-36	være	
46-37	med	
46-38	mere	
46-39	.	
46-40	.	
46-41	.	

#id=47
#text=Og det er NewType USA...
47-1	Og	
47-2	det	
47-3	er	
47-4	NewType	
47-5	USA	
47-6	.	
47-7	.	
47-8	.	

#id=48
#text=Men nu er det bare så frygtelig dyrt og jeg bryder mig ikke om at se hverken anime eller læse manga på en computerskærm.
48-1	Men	
48-2	nu	
48-3	er	
48-4	det	
48-5	bare	
48-6	så	
48-7	frygtelig	
48-8	dyrt	
48-9	og	
48-10	jeg	
48-11	bryder	
48-12	mig	
48-13	ikke	
48-14	om	
48-15	at	
48-16	se	
48-17	hverken	
48-18	anime	
48-19	eller	
48-20	læse	
48-21	manga	
48-22	på	
48-23	en	
48-24	computerskærm	
48-25	.	

#id=49
#text=Det er:
49-1	Det	
49-2	er	
49-3	:	

#id=50
#text=Læseprøven er i øvrigt fra Shueishas hjemmeside, så der er ikke tale om brud på copyright!
50-1	Læseprøven	
50-2	er	
50-3	i	
50-4	øvrigt	
50-5	fra	
50-6	Shueishas	
50-7	hjemmeside	
50-8	,	
50-9	så	
50-10	der	
50-11	er	
50-12	ikke	
50-13	tale	
50-14	om	
50-15	brud	
50-16	på	
50-17	copyright	
50-18	!	

#id=51
#text=Spoiler fyldt (har vi et ord på dansk der kan dække det?) ikke så meget egentlig, bare en lille detalje i slutningen af Evangelion (altså afsnit 24)
51-1	Spoiler	
51-2	fyldt	
51-3	(	
51-4	har	
51-5	vi	
51-6	et	
51-7	ord	
51-8	på	
51-9	dansk	
51-10	der	
51-11	kan	
51-12	dække	
51-13	det	
51-14	?	
51-15	)	
51-16	ikke	
51-17	så	
51-18	meget	
51-19	egentlig	
51-20	,	
51-21	bare	
51-22	en	
51-23	lille	
51-24	detalje	
51-25	i	
51-26	slutningen	
51-27	af	
51-28	Evangelion	
51-29	(	
51-30	altså	
51-31	afsnit	
51-32	24	
51-33	)	

#id=52
#text=Jeg synes det nuværende sub silver er lidt for ordinært, uden et logo eller noget.
52-1	Jeg	
52-2	synes	
52-3	det	
52-4	nuværende	
52-5	sub	
52-6	silver	
52-7	er	
52-8	lidt	
52-9	for	
52-10	ordinært	
52-11	,	
52-12	uden	
52-13	et	
52-14	logo	
52-15	eller	
52-16	noget	
52-17	.	

#id=53
#text=Husk at øve 10 minutter hver dag, så er I helt klar til at læse manga, når vi begynder for alvor!!!
53-1	Husk	
53-2	at	
53-3	øve	
53-4	10	
53-5	minutter	
53-6	hver	
53-7	dag	
53-8	,	
53-9	så	
53-10	er	
53-11	I	
53-12	helt	
53-13	klar	
53-14	til	
53-15	at	
53-16	læse	
53-17	manga	
53-18	,	
53-19	når	
53-20	vi	
53-21	begynder	
53-22	for	
53-23	alvor	
53-24	!	
53-25	!	
53-26	!	

#id=54
#text=Okay den originale Gundam seed fangede heller ikke min interresse specielt, men Destiny er noget andet Jeg kan godt forstå du er blevet skuffet hvis du har ledt efter figure med stor personlighed i en gundam serie.
54-1	Okay	
54-2	den	
54-3	originale	
54-4	Gundam	
54-5	seed	
54-6	fangede	
54-7	heller	
54-8	ikke	
54-9	min	
54-10	interresse	
54-11	specielt	
54-12	,	
54-13	men	
54-14	Destiny	
54-15	er	
54-16	noget	
54-17	andet	
54-18	Jeg	
54-19	kan	
54-20	godt	
54-21	forstå	
54-22	du	
54-23	er	
54-24	blevet	
54-25	skuffet	
54-26	hvis	
54-27	du	
54-28	har	
54-29	ledt	
54-30	efter	
54-31	figure	
54-32	med	
54-33	stor	
54-34	personlighed	
54-35	i	
54-36	en	
54-37	gundam	
54-38	serie	
54-39	.	

#id=55
#text=Dark Paladin 2x Dark Magician Buster Blader 2x Dark Blade 2x Pitch - Dark dragon 2x Double Coston Sangan 2x Night Assailant Magician of Faith Penguin Soldier Skilled White Magician Breaker the Magical Warrior 3x Giant Orc 2x Gemini Elf Spear Dragon Luster Dragon Mad Dog of Darkness 2x Mystical Space Typhoon Swords of Revealing Light Monster Reborn Dark Hole Axe of Despair Tribute Doll Bail Doll Emblem of Dragon Destroyer Tribute to the Doomed Heavy Storm Change of Heart Premature Burial Polymerization Mystic Plasma Zone Magic Jammer 2x Sakuretsu Armor Raigeki Break Horn of Heaven Michizure Light of Intervention Jeg vinder 90 % af mine  kampe med dette deck.
55-1	Dark	
55-2	Paladin	
55-3	2x	
55-4	Dark	
55-5	Magician	
55-6	Buster	
55-7	Blader	
55-8	2x	
55-9	Dark	
55-10	Blade	
55-11	2x	
55-12	Pitch	
55-13	-	
55-14	Dark	
55-15	dragon	
55-16	2x	
55-17	Double	
55-18	Coston	
55-19	Sangan	
55-20	2x	
55-21	Night	
55-22	Assailant	
55-23	Magician	
55-24	of	
55-25	Faith	
55-26	Penguin	
55-27	Soldier	
55-28	Skilled	
55-29	White	
55-30	Magician	
55-31	Breaker	
55-32	the	
55-33	Magical	
55-34	Warrior	
55-35	3x	
55-36	Giant	
55-37	Orc	
55-38	2x	
55-39	Gemini	
55-40	Elf	
55-41	Spear	
55-42	Dragon	
55-43	Luster	
55-44	Dragon	
55-45	Mad	
55-46	Dog	
55-47	of	
55-48	Darkness	
55-49	2x	
55-50	Mystical	
55-51	Space	
55-52	Typhoon	
55-53	Swords	
55-54	of	
55-55	Revealing	
55-56	Light	
55-57	Monster	
55-58	Reborn	
55-59	Dark	
55-60	Hole	
55-61	Axe	
55-62	of	
55-63	Despair	
55-64	Tribute	
55-65	Doll	
55-66	Bail	
55-67	Doll	
55-68	Emblem	
55-69	of	
55-70	Dragon	
55-71	Destroyer	
55-72	Tribute	
55-73	to	
55-74	the	
55-75	Doomed	
55-76	Heavy	
55-77	Storm	
55-78	Change	
55-79	of	
55-80	Heart	
55-81	Premature	
55-82	Burial	
55-83	Polymerization	
55-84	Mystic	
55-85	Plasma	
55-86	Zone	
55-87	Magic	
55-88	Jammer	
55-89	2x	
55-90	Sakuretsu	
55-91	Armor	
55-92	Raigeki	
55-93	Break	
55-94	Horn	
55-95	of	
55-96	Heaven	
55-97	Michizure	
55-98	Light	
55-99	of	
55-100	Intervention	
55-101	Jeg	
55-102	vinder	
55-103	90	
55-104	%	
55-105	af	
55-106	mine	
55-107	kampe	
55-108	med	
55-109	dette	
55-110	deck	
55-111	.	

#id=56
#text=KAN KUN HUSKE DEN MEGET SVAGT, MEN DET VAR DET DER FIK MIN INTERESSE FOR ANIME OG MANGA IGANG.
56-1	KAN	
56-2	KUN	
56-3	HUSKE	
56-4	DEN	
56-5	MEGET	
56-6	SVAGT	
56-7	,	
56-8	MEN	
56-9	DET	
56-10	VAR	
56-11	DET	
56-12	DER	
56-13	FIK	
56-14	MIN	
56-15	INTERESSE	
56-16	FOR	
56-17	ANIME	
56-18	OG	
56-19	MANGA	
56-20	IGANG	
56-21	.	

#id=57
#text=Det er iøvrigt første gang at jeg bestiller manga fra udlandet udover Samurai Deeper Kyo (selvom det jo ikke var mig som bestilte den.)
57-1	Det	
57-2	er	
57-3	iøvrigt	
57-4	første	
57-5	gang	
57-6	at	
57-7	jeg	
57-8	bestiller	
57-9	manga	
57-10	fra	
57-11	udlandet	
57-12	udover	
57-13	Samurai	
57-14	Deeper	
57-15	Kyo	
57-16	(	
57-17	selvom	
57-18	det	
57-19	jo	
57-20	ikke	
57-21	var	
57-22	mig	
57-23	som	
57-24	bestilte	
57-25	den	
57-26	.	
57-27	)	

#id=58
#text=Uh...
58-1	Uh	
58-2	.	
58-3	.	
58-4	.	

#id=59
#text=Den slags forekommer jo ret ofte i japanske prodoktioner, uden at der egentlig bliver tænk så meget over det.
59-1	Den	
59-2	slags	
59-3	forekommer	
59-4	jo	
59-5	ret	
59-6	ofte	
59-7	i	
59-8	japanske	
59-9	prodoktioner	
59-10	,	
59-11	uden	
59-12	at	
59-13	der	
59-14	egentlig	
59-15	bliver	
59-16	tænk	
59-17	så	
59-18	meget	
59-19	over	
59-20	det	
59-21	.	

#id=60
#text=Det er et super godt initiativ.
60-1	Det	
60-2	er	
60-3	et	
60-4	super	
60-5	godt	
60-6	initiativ	
60-7	.	

#id=61
#text= Er du sikker??
61-1	Er	
61-2	du	
61-3	sikker	
61-4	?	
61-5	?	

#id=62
#text=jaudgivelserne går lidt sløvt, men de sætter da forhåbentligt tempoet lidt op snart (forhåbentligt)
62-1	ja	
62-2	udgivelserne	
62-3	går	
62-4	lidt	
62-5	sløvt	
62-6	,	
62-7	men	
62-8	de	
62-9	sætter	
62-10	da	
62-11	forhåbentligt	
62-12	tempoet	
62-13	lidt	
62-14	op	
62-15	snart	
62-16	(	
62-17	forhåbentligt	
62-18	)	

#id=63
#text=Kinesiske og specielt koreanske (manhwa) tegneserier bliver ofte markedsført som manga, fordi det ofte er svært at skelne dem fra manga, og fordi manga sælger godt.
63-1	Kinesiske	
63-2	og	
63-3	specielt	
63-4	koreanske	
63-5	(	
63-6	manhwa	
63-7	)	
63-8	tegneserier	
63-9	bliver	
63-10	ofte	
63-11	markedsført	
63-12	som	
63-13	manga	
63-14	,	
63-15	fordi	
63-16	det	
63-17	ofte	
63-18	er	
63-19	svært	
63-20	at	
63-21	skelne	
63-22	dem	
63-23	fra	
63-24	manga	
63-25	,	
63-26	og	
63-27	fordi	
63-28	manga	
63-29	sælger	
63-30	godt	
63-31	.	

#id=64
#text=Den dækker ikke engang halvdelen af manga'ens forløb, og slutter med en stor cliffhanger.
64-1	Den	
64-2	dækker	
64-3	ikke	
64-4	engang	
64-5	halvdelen	
64-6	af	
64-7	manga	
64-8	'	
64-9	ens	
64-10	forløb	
64-11	,	
64-12	og	
64-13	slutter	
64-14	med	
64-15	en	
64-16	stor	
64-17	cliffhanger	
64-18	.	

#id=65
#text=Jeg bliver snart muggen :(
65-1	Jeg	
65-2	bliver	
65-3	snart	
65-4	muggen	
65-5	:	
65-6	(	

#id=66
#text=Hehehehehehe....såer der jo dem der bliver 18 her den 10'ende...
66-1	Hehehehehehe	
66-2	.	
66-3	.	
66-4	.	
66-5	.	
66-6	så	
66-7	er	
66-8	der	
66-9	jo	
66-10	dem	
66-11	der	
66-12	bliver	
66-13	18	
66-14	her	
66-15	den	
66-16	10	
66-17	'	
66-18	ende	
66-19	.	
66-20	.	
66-21	.	

#id=67
#text=Det er bare mig, der har været lidt flabet i mangahjørnet og kaldt dem "apostle" ...
67-1	Det	
67-2	er	
67-3	bare	
67-4	mig	
67-5	,	
67-6	der	
67-7	har	
67-8	været	
67-9	lidt	
67-10	flabet	
67-11	i	
67-12	mangahjørnet	
67-13	og	
67-14	kaldt	
67-15	dem	
67-16	"	
67-17	apostle	
67-18	"	
67-19	.	
67-20	.	
67-21	.	

#id=68
#text=ANGEL) er for lang tid, har jeg da læst dem på computeren men det forhindre mig da ikke i at stå nede ved boghandlen, når der kommer et nyt nummer, men som charite skriver så vil jeg osse gerne vide hvad historien handler om før jeg smide penge ud på det, for jeg venter da bar på at man kan få lilim kiss, ichigo 100%, minto_na_bokura og battel angel alita på dansk, og når/hvis de kommer. skal jeg da gerne være den første til at købe dem,
68-1	ANGEL	
68-2	)	
68-3	er	
68-4	for	
68-5	lang	
68-6	tid	
68-7	,	
68-8	har	
68-9	jeg	
68-10	da	
68-11	læst	
68-12	dem	
68-13	på	
68-14	computeren	
68-15	men	
68-16	det	
68-17	forhindre	
68-18	mig	
68-19	da	
68-20	ikke	
68-21	i	
68-22	at	
68-23	stå	
68-24	nede	
68-25	ved	
68-26	boghandlen	
68-27	,	
68-28	når	
68-29	der	
68-30	kommer	
68-31	et	
68-32	nyt	
68-33	nummer	
68-34	,	
68-35	men	
68-36	som	
68-37	charite	
68-38	skriver	
68-39	så	
68-40	vil	
68-41	jeg	
68-42	osse	
68-43	gerne	
68-44	vide	
68-45	hvad	
68-46	historien	
68-47	handler	
68-48	om	
68-49	før	
68-50	jeg	
68-51	smide	
68-52	penge	
68-53	ud	
68-54	på	
68-55	det	
68-56	,	
68-57	for	
68-58	jeg	
68-59	venter	
68-60	da	
68-61	bar	
68-62	på	
68-63	at	
68-64	man	
68-65	kan	
68-66	få	
68-67	lilim	
68-68	kiss	
68-69	,	
68-70	ichigo	
68-71	100%	
68-72	,	
68-73	minto_na_bokura	
68-74	og	
68-75	battel	
68-76	angel	
68-77	alita	
68-78	på	
68-79	dansk	
68-80	,	
68-81	og	
68-82	når	
68-83	/	
68-84	hvis	
68-85	de	
68-86	kommer	
68-87	.	
68-88	skal	
68-89	jeg	
68-90	da	
68-91	gerne	
68-92	være	
68-93	den	
68-94	første	
68-95	til	
68-96	at	
68-97	købe	
68-98	dem	
68-99	,	

#id=69
#text=Spørger hellere Jakob.
69-1	Spørger	
69-2	hellere	
69-3	Jakob	
69-4	.	

#id=70
#text=Der er også den afbilledet den danske forside på bind 1.
70-1	Der	
70-2	er	
70-3	også	
70-4	den	
70-5	afbilledet	
70-6	den	
70-7	danske	
70-8	forside	
70-9	på	
70-10	bind	
70-11	1	
70-12	.	

#id=71
#text=Akira er med på listen men mere af navn end af gavn.
71-1	Akira	
71-2	er	
71-3	med	
71-4	på	
71-5	listen	
71-6	men	
71-7	mere	
71-8	af	
71-9	navn	
71-10	end	
71-11	af	
71-12	gavn	
71-13	.	

#id=72
#text=jaglædelig jul til alle :D
72-1	ja	
72-2	glædelig	
72-3	jul	
72-4	til	
72-5	alle	
72-6	:	
72-7	D	

#id=73
#text=Japan Centre er lidt mindre, men de har en rigtig god boghandler med et stort udvalg af japanske cd'er, bøger, lucky cats og alle de sidste nye manga'er.
73-1	Japan	
73-2	Centre	
73-3	er	
73-4	lidt	
73-5	mindre	
73-6	,	
73-7	men	
73-8	de	
73-9	har	
73-10	en	
73-11	rigtig	
73-12	god	
73-13	boghandler	
73-14	med	
73-15	et	
73-16	stort	
73-17	udvalg	
73-18	af	
73-19	japanske	
73-20	cd	
73-21	'	
73-22	er	
73-23	,	
73-24	bøger	
73-25	,	
73-26	lucky	
73-27	cats	
73-28	og	
73-29	alle	
73-30	de	
73-31	sidste	
73-32	nye	
73-33	manga	
73-34	'	
73-35	er	
73-36	.	

#id=74
#text=Okay,tak Dhaerow.
74-1	Okay	
74-2	,	
74-3	tak	
74-4	Dhaerow	
74-5	.	

#id=75
#text=Minfavorit seiyuu er Yamaguchi Kappei som ligger stemme til Usopp fra One Piece anime'en.
75-1	Min	
75-2	favorit	
75-3	seiyuu	
75-4	er	
75-5	Yamaguchi	
75-6	Kappei	
75-7	som	
75-8	ligger	
75-9	stemme	
75-10	til	
75-11	Usopp	
75-12	fra	
75-13	One	
75-14	Piece	
75-15	anime	
75-16	'	
75-17	en	
75-18	.	

#id=76
#text=Investeredei mandags i det første bind og blev allerede der ret hooked...
76-1	Investerede	
76-2	i	
76-3	mandags	
76-4	i	
76-5	det	
76-6	første	
76-7	bind	
76-8	og	
76-9	blev	
76-10	allerede	
76-11	der	
76-12	ret	
76-13	hooked	
76-14	.	
76-15	.	
76-16	.	

#id=77
#text=Det u:08cf5fa0fa)er/u:08cf5fa0fa) helt umuligt at navigere...
77-1	Det	
77-2	u	
77-3	:	
77-4	08cf5fa0fa	
77-5	)	
77-6	er	
77-7	/	
77-8	u	
77-9	:	
77-10	08cf5fa0fa	
77-11	)	
77-12	helt	
77-13	umuligt	
77-14	at	
77-15	navigere	
77-16	.	
77-17	.	
77-18	.	

#id=78
#text=Mangasnak:
78-1	Mangasnak	
78-2	:	

#id=79
#text=Den tror jeg jeg kan svare på, Jeg var jo selvf. også intreseret i at købe nogle af de udstillede bøger hos mangamania.dk boden, men blev skuffet over de ikke blev solgt :) men fair nok, mangamania er jo ikke en butik.
79-1	Den	
79-2	tror	
79-3	jeg	
79-4	jeg	
79-5	kan	
79-6	svare	
79-7	på	
79-8	,	
79-9	Jeg	
79-10	var	
79-11	jo	
79-12	selvf	
79-13	.	
79-14	også	
79-15	intreseret	
79-16	i	
79-17	at	
79-18	købe	
79-19	nogle	
79-20	af	
79-21	de	
79-22	udstillede	
79-23	bøger	
79-24	hos	
79-25	mangamania	
79-26	.	
79-27	dk	
79-28	boden	
79-29	,	
79-30	men	
79-31	blev	
79-32	skuffet	
79-33	over	
79-34	de	
79-35	ikke	
79-36	blev	
79-37	solgt	
79-38	:	
79-39	)	
79-40	men	
79-41	fair	
79-42	nok	
79-43	,	
79-44	mangamania	
79-45	er	
79-46	jo	
79-47	ikke	
79-48	en	
79-49	butik	
79-50	.	

#id=80
#text=Og tjaa, det er jo ikke fordi der sker det store herinde, i øjeblikket.
80-1	Og	
80-2	tjaa	
80-3	,	
80-4	det	
80-5	er	
80-6	jo	
80-7	ikke	
80-8	fordi	
80-9	der	
80-10	sker	
80-11	det	
80-12	store	
80-13	herinde	
80-14	,	
80-15	i	
80-16	øjeblikket	
80-17	.	

#id=81
#text=Detvar mig der postede ovenover som guest...glemte at logge på... så det var ikk en kommende bruger...desværre :cry:
81-1	Det	
81-2	var	
81-3	mig	
81-4	der	
81-5	postede	
81-6	ovenover	
81-7	som	
81-8	guest	
81-9	.	
81-10	.	
81-11	.	
81-12	glemte	
81-13	at	
81-14	logge	
81-15	på	
81-16	.	
81-17	.	
81-18	.	
81-19	så	
81-20	det	
81-21	var	
81-22	ikk	
81-23	en	
81-24	kommende	
81-25	bruger	
81-26	.	
81-27	.	
81-28	.	
81-29	desværre	
81-30	:	
81-31	cry	
81-32	:	

#id=82
#text=Kender den...
82-1	Kender	
82-2	den	
82-3	.	
82-4	.	
82-5	.	

#id=83
#text=Erder nogen der ved hvornår Oh!
83-1	Er	
83-2	der	
83-3	nogen	
83-4	der	
83-5	ved	
83-6	hvornår	
83-7	Oh	
83-8	!	

#id=84
#text=HejAlex, kan du ikke give mangismo's hjemmeside? (hvis du ved hvad den er)
84-1	Hej	
84-2	Alex	
84-3	,	
84-4	kan	
84-5	du	
84-6	ikke	
84-7	give	
84-8	mangismo	
84-9	'	
84-10	s	
84-11	hjemmeside	
84-12	?	
84-13	(	
84-14	hvis	
84-15	du	
84-16	ved	
84-17	hvad	
84-18	den	
84-19	er	
84-20	)	

#id=85
#text=Okay,jeg tror jeg er færdig med side 6 i morgen...
85-1	Okay	
85-2	,	
85-3	jeg	
85-4	tror	
85-5	jeg	
85-6	er	
85-7	færdig	
85-8	med	
85-9	side	
85-10	6	
85-11	i	
85-12	morgen	
85-13	.	
85-14	.	
85-15	.	

#id=86
#text= vidt jeg kan se er det "splitting" du skal fumle med :P
86-1	vidt	
86-2	jeg	
86-3	kan	
86-4	se	
86-5	er	
86-6	det	
86-7	"	
86-8	splitting	
86-9	"	
86-10	du	
86-11	skal	
86-12	fumle	
86-13	med	
86-14	:	
86-15	P	

#id=87
#text=Det samme gør sig gældende i Frankrig, hvor der er mange forlag om buddet, så der er en del for mangafans.
87-1	Det	
87-2	samme	
87-3	gør	
87-4	sig	
87-5	gældende	
87-6	i	
87-7	Frankrig	
87-8	,	
87-9	hvor	
87-10	der	
87-11	er	
87-12	mange	
87-13	forlag	
87-14	om	
87-15	buddet	
87-16	,	
87-17	så	
87-18	der	
87-19	er	
87-20	en	
87-21	del	
87-22	for	
87-23	mangafans	
87-24	.	

#id=88
#text=Det største nogensinde bygget.
88-1	Det	
88-2	største	
88-3	nogensinde	
88-4	bygget	
88-5	.	

#id=89
#text=Jeg har stærkt på fornemmelsen at du ikke er den eneste pige, som kender mangamania.
89-1	Jeg	
89-2	har	
89-3	stærkt	
89-4	på	
89-5	fornemmelsen	
89-6	at	
89-7	du	
89-8	ikke	
89-9	er	
89-10	den	
89-11	eneste	
89-12	pige	
89-13	,	
89-14	som	
89-15	kender	
89-16	mangamania	
89-17	.	

#id=90
#text=     Ja, det er skam to kvinder, men ikke desto mindre godt cosplay!
90-1	Ja	
90-2	,	
90-3	det	
90-4	er	
90-5	skam	
90-6	to	
90-7	kvinder	
90-8	,	
90-9	men	
90-10	ikke	
90-11	desto	
90-12	mindre	
90-13	godt	
90-14	cosplay	
90-15	!	

#id=91
#text=Min favorit biperson fra Evangelion.
91-1	Min	
91-2	favorit	
91-3	biperson	
91-4	fra	
91-5	Evangelion	
91-6	.	

#id=92
#text=Jeghar det svært med at indrømme at jeg får alt fra andenhånd - og den hånd ved ikke noget om manga - det er mit eget lille behov for at få det med.
92-1	Jeg	
92-2	har	
92-3	det	
92-4	svært	
92-5	med	
92-6	at	
92-7	indrømme	
92-8	at	
92-9	jeg	
92-10	får	
92-11	alt	
92-12	fra	
92-13	andenhånd	
92-14	-	
92-15	og	
92-16	den	
92-17	hånd	
92-18	ved	
92-19	ikke	
92-20	noget	
92-21	om	
92-22	manga	
92-23	-	
92-24	det	
92-25	er	
92-26	mit	
92-27	eget	
92-28	lille	
92-29	behov	
92-30	for	
92-31	at	
92-32	få	
92-33	det	
92-34	med	
92-35	.	

#id=93
#text=Nah, ikke helt, der er forskel på at sige du synes den er dårlig frem for at sige det er den er ringe og crap ;)
93-1	Nah	
93-2	,	
93-3	ikke	
93-4	helt	
93-5	,	
93-6	der	
93-7	er	
93-8	forskel	
93-9	på	
93-10	at	
93-11	sige	
93-12	du	
93-13	synes	
93-14	den	
93-15	er	
93-16	dårlig	
93-17	frem	
93-18	for	
93-19	at	
93-20	sige	
93-21	det	
93-22	er	
93-23	den	
93-24	er	
93-25	ringe	
93-26	og	
93-27	crap	
93-28	;	
93-29	)	

#id=94
#text=Alle de listede kanaler er japanske, og jeg tvivler på at der er nogle herinde, som kan tage dem.
94-1	Alle	
94-2	de	
94-3	listede	
94-4	kanaler	
94-5	er	
94-6	japanske	
94-7	,	
94-8	og	
94-9	jeg	
94-10	tvivler	
94-11	på	
94-12	at	
94-13	der	
94-14	er	
94-15	nogle	
94-16	herinde	
94-17	,	
94-18	som	
94-19	kan	
94-20	tage	
94-21	dem	
94-22	.	

#id=95
