 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # webanno.custom.Lexicalsample | Tag
#id=1
#text=Hvad er det lige, Dansk Folkeparti har opnået ud over endnu en symbolsag, ud over endnu et slag i luften?
1-1	Hvad	hvad	PR:s-u#:--:----	_	
15-87	skyggeminister	skyggeminister	NC:siuc:--:----	_	
15-88	i	i	T-:----:--:----	_	
15-89	søen	sø	NC:sduc:--:----	_	
15-90	,	,	ZD	_	
15-91	som	som	US:----:--:----	_	
15-92	så	så	D-:----:--:u---	_	
15-93	skal	skulle	VF:----:sa:----	_	
15-94	prøve	prøve	VI:----:-a:----	_	
15-95	på	på	T-:----:--:----	_	
15-96	at	at	UI:----:--:----	_	
15-97	komme	komme	VI:----:-a:----	_	
15-98	ministeren	minister	NC:sduc:--:----	_	
15-99	i	i	T-:----:--:----	_	
15-100	forkøbet	forkøbet	NC:sdun:--:----	_	
15-101	med	med	T-:----:--:----	_	
15-102	hensyn	hensyn	NC:siun:--:----	_	
15-103	til	til	T-:----:--:----	_	
15-104	at	at	UI:----:--:----	_	
15-105	slå	slå	VI:----:-a:----	_	
15-106	et	en	PI:s-un:--:----	_	
15-107	slag	slag	NC:siun:--:----	slag_F_slå et slag	
15-108	for	for	T-:----:--:----	_	
15-109	,	,	ZD	_	
15-110	at	at	CS:----:--:----	_	
15-111	vi	vi	PP:p-nc:--:-1n-	_	
15-112	kan	kunne	VF:----:sa:----	_	
15-113	få	få	VI:----:-a:----	_	
15-114	afbureaukratiseret	afbureaukratisere	VT:siu#:t-:----	_	
15-115	Danmark	Danmark	NP:siu#:--:----	_	
15-116	.	.	ZP	_	

#id=16
#text= Det er ikke bare dokumenteret, men også indrømmet af USA's regering, at tortur som f.eks. søvnberøvelse, vandplankning, slag og spark, seksuel ydmygelse, trusler og anden nedværdigende behandling af fanger er omfattende.
16-1	Det	det	PP:s-un:--:-3n-	_	
16-2	er	være	VF:----:sa:----	_	
16-3	ikke	ikke	D-:----:--:u---	_	
16-4	bare	bare	D-:----:--:u---	_	
16-5	dokumenteret	dokumentere	VT:siu#:t-:----	_	
16-6	,	,	ZD	_	
16-7	men	men	CC:----:--:----	_	
16-8	også	også	D-:----:--:u---	_	
16-9	indrømmet	indrømme	VT:siu#:t-:----	_	
16-10	af	af	T-:----:--:----	_	
16-11	USA	USA	NP:siu#:--:----	_	
16-12	'	'	ZA	_	
16-13	s	@s	MN:sig#:--:----	_	
16-14	regering	regering	NC:siuc:--:----	_	
16-15	,	,	ZD	_	
16-16	at	at	CS:----:--:----	_	
16-17	tortur	tortur	NC:siuc:--:----	_	
16-18	som	som	US:----:--:----	_	
16-19	f	for	T-:----:--:----	_	
16-20	.	.	ZP	_	
16-21	eks	eksempel	NC:siun:--:----	_	
16-22	.	.	ZP	_	
16-23	søvnberøvelse	søvnberøvelse	NC:siuc:--:----	_	
16-24	,	,	ZD	_	
16-25	vandplankning	vandplankningram	NC:piu#:--:----	_	
16-26	,	,	ZD	_	
16-27	slag	slag	NC:siun:--:----	slag_1_1c	
16-28	og	og	CC:----:--:----	_	
16-29	spark	spark	NC:piu#:--:----	_	
16-30	,	,	ZD	_	
16-31	seksuel	seksuel	AC:siuc:--:p---	_	
16-32	ydmygelse	ydmygelse	NC:siuc:--:----	_	
16-33	,	,	ZD	_	
16-34	trusler	trussel	NC:piu#:--:----	_	
16-35	og	og	CC:----:--:----	_	
16-36	anden	anden	PI:s-uc:--:----	_	
16-37	nedværdigende	nedværdige	VP:##u#:s-:----	_	
16-38	behandling	behandling	NC:siuc:--:----	_	
16-39	af	af	T-:----:--:----	_	
16-40	fanger	fange	NC:piu#:--:----	_	
16-41	er	være	VF:----:sa:----	_	
16-42	omfattende	omfattende	AC:§§u§:--:p---	_	
16-43	.	.	ZP	_	

#id=17
#text=Det vil vi gerne slå et slag for, og derfor synes jeg, at det er vigtigt, at vi også her under andenbehandlingen tager debatten.
17-1	Det	det	PP:s-un:--:-3n-	_	
17-2	vil	ville	VF:----:sa:----	_	
17-3	vi	vi	PP:p-nc:--:-1n-	_	
17-4	gerne	gerne	D-:----:--:u---	_	
17-5	slå	slå	VI:----:-a:----	_	
17-6	et	en	PI:s-un:--:----	_	
17-7	slag	slag	NC:siun:--:----	slag_F_slå et slag	
17-8	for	for	T-:----:--:----	_	
17-9	,	,	ZD	_	
17-10	og	og	CC:----:--:----	_	
17-11	derfor	derfor	D-:----:--:u---	_	
17-12	synes	syne	VF:----:sp:----	_	
17-13	jeg	jeg	PP:s-nc:--:-1n-	_	
17-14	,	,	ZD	_	
17-15	at	at	CS:----:--:----	_	
17-16	det	det	PP:s-un:--:-3n-	_	
17-17	er	være	VF:----:sa:----	_	
17-18	vigtigt	vigtig	AC:siun:--:p---	_	
17-19	,	,	ZD	_	
17-20	at	at	CS:----:--:----	_	
17-21	vi	vi	PP:p-nc:--:-1n-	_	
17-22	også	også	D-:----:--:u---	_	
17-23	her	her	D-:----:--:u---	_	
17-24	under	under	T-:----:--:----	_	
17-25	andenbehandlingen	andenbehandling	NC:sduc:--:----	_	
17-26	tager	tage	VF:----:sa:----	_	
17-27	debatten	debat	NC:sduc:--:----	_	
17-28	.	.	ZP	_	

#id=18
#text=Man siger med et slag på tasken, at op imod 40.000 kvinder lever med vold i hjemmet, og at omkring 30.000 børn vokser op i familier, hvor der er vold.
18-1	Man	man	PI:#-uc:--:----	_	
18-2	siger	sige	VF:----:sa:----	_	
18-3	med	med	T-:----:--:----	_	
18-4	et	en	PI:s-un:--:----	_	
18-5	slag	slag	NC:siun:--:----	slag_F_slag på tasken	
18-6	på	på	T-:----:--:----	_	
18-7	tasken	taske	NC:sduc:--:----	_	
18-8	,	,	ZD	_	
18-9	at	at	CS:----:--:----	_	
18-10	op	op	D-:----:--:u---	_	
18-11	imod	imod	T-:----:--:----	_	
18-12	40	40	LC:--u-:--:----	_	
18-13	.	.	ZP	_	
18-14	000	000	LC:--u-:--:----	_	
18-15	kvinder	kvinde	NC:piu#:--:----	_	
18-16	lever	leve	VF:----:sa:----	_	
18-17	med	med	T-:----:--:----	_	
18-18	vold	vold	NC:siuc:--:----	_	
18-19	i	i	T-:----:--:----	_	
18-20	hjemmet	hjem	NC:sdun:--:----	_	
18-21	,	,	ZD	_	
18-22	og	og	CC:----:--:----	_	
18-23	at	at	CS:----:--:----	_	
18-24	omkring	omkring	T-:----:--:----	_	
18-25	30	30	LC:--u-:--:----	_	
18-26	.	.	ZP	_	
18-27	000	000	LC:--u-:--:----	_	
18-28	børn	barn	NC:piu#:--:----	_	
18-29	vokser	vokse	VF:----:sa:----	_	
18-30	op	op	D-:----:--:u---	_	
18-31	i	i	T-:----:--:----	_	
18-32	familier	familie	NC:piu#:--:----	_	
18-33	,	,	ZD	_	
18-34	hvor	hvor	D-:----:--:u---	_	
18-35	der	der	US:----:--:----	_	
18-36	er	være	VF:----:sa:----	_	
18-37	vold	vold	NC:siuc:--:----	_	
18-38	.	.	ZP	_	

#id=19
#text= Skulle Enhedslisten få mulighed for et udøve indflydelse  på det, vil vi slå et slag for cyklisterne.
19-1	Skulle	skulle	VF:----:ta:----	_	
19-2	Enhedslisten	Enhedslisten	NP:siu#:--:----	_	
19-3	få	få	VI:----:-a:----	_	
19-4	mulighed	mulighed	NC:siuc:--:----	_	
19-5	for	for	T-:----:--:----	_	
19-6	et	en	PI:s-un:--:----	_	
19-7	udøve	udøve	VI:----:-a:----	_	
19-8	indflydelse	indflydelse	NC:siuc:--:----	_	
19-9	på	på	T-:----:--:----	_	
19-10	det	det	PP:s-un:--:-3n-	_	
19-11	,	,	ZD	_	
19-12	vil	ville	VF:----:sa:----	_	
19-13	vi	vi	PP:p-nc:--:-1n-	_	
19-14	slå	slå	VI:----:-a:----	_	
19-15	et	en	PI:s-un:--:----	_	
19-16	slag	slag	NC:siun:--:----	slag_F_slå et slag	
19-17	for	for	T-:----:--:----	_	
19-18	cyklisterne	cyklist	NC:pdu#:--:----	_	
19-19	.	.	ZP	_	

#id=20
#text=Så omkring cykel byer og cykelpuljen, som nok er det, der får flest slag fra regeringens side:
20-1	Så	så	D-:----:--:u---	_	
20-2	omkring	omkring	T-:----:--:----	_	
20-3	cykel	cykel	NC:siuc:--:----	_	
20-4	byer	by	NC:piu#:--:----	_	
20-5	og	og	CC:----:--:----	_	
20-6	cykelpuljen	cykelpulje	NC:sduc:--:----	_	
20-7	,	,	ZD	_	
20-8	som	som	US:----:--:----	_	
20-9	nok	nok	D-:----:--:u---	_	
20-10	er	være	VF:----:sa:----	_	
20-11	det	det	PP:s-un:--:-3n-	_	
20-12	,	,	ZD	_	
20-13	der	der	US:----:--:----	_	
20-14	får	få	VF:----:sa:----	_	
20-15	flest	flest	XY:----:--:----	_	
20-16	slag	slag	NC:siun:--:----	slag_1b	
20-17	fra	fra	T-:----:--:----	_	
20-18	regeringens	regering	NC:sdgc:--:----	_	
20-19	side	side	NC:siuc:--:----	_	
20-20	:	:	ZP	_	

#id=21
#text= Det synes vi er nogle ting, som det kan være vigtigt at komme igennem med, hvis man vil nå det resultat, som man siger er hensigten, nemlig at der kommer  et kommunalt engagement i fjernkøling, så en vedtagelse af forslaget ikke ender med bare at blive et slag i luften og stor ståhej for ingenting.
21-1	Det	det	PP:s-un:--:-3n-	_	
21-2	synes	syne	VF:----:sp:----	_	
21-3	vi	vi	PP:p-nc:--:-1n-	_	
21-4	er	være	VF:----:sa:----	_	
21-5	nogle	nogen	PI:p-u#:--:----	_	
21-6	ting	ting	NC:piu#:--:----	_	
21-7	,	,	ZD	_	
21-8	som	som	US:----:--:----	_	
21-9	det	det	PP:s-un:--:-3n-	_	
21-10	kan	kunne	VF:----:sa:----	_	
21-11	være	være	VI:----:-a:----	_	
21-12	vigtigt	vigtig	AC:siun:--:p---	_	
21-13	at	at	UI:----:--:----	_	
21-14	komme	komme	VI:----:-a:----	_	
21-15	igennem	igennem	D-:----:--:u---	_	
21-16	med	med	T-:----:--:----	_	
21-17	,	,	ZD	_	
21-18	hvis	hvis	CS:----:--:----	_	
21-19	man	man	PI:#-uc:--:----	_	
21-20	vil	ville	VF:----:sa:----	_	
21-21	nå	nå	VI:----:-a:----	_	
21-22	det	den	PM:s-un:--:----	_	
21-23	resultat	resultat	NC:siun:--:----	_	
21-24	,	,	ZD	_	
21-25	som	som	US:----:--:----	_	
21-26	man	man	PI:#-uc:--:----	_	
21-27	siger	sige	VF:----:sa:----	_	
21-28	er	være	VF:----:sa:----	_	
21-29	hensigten	hensigt	NC:sduc:--:----	_	
21-30	,	,	ZD	_	
21-31	nemlig	nemlig	D-:----:--:u---	_	
21-32	at	at	CS:----:--:----	_	
21-33	der	der	US:----:--:----	_	
21-34	kommer	komme	VF:----:sa:----	_	
21-35	et	en	PI:s-un:--:----	_	
21-36	kommunalt	kommunal	AC:siun:--:p---	_	
21-37	engagement	engagement	NC:siun:--:----	_	
21-38	i	i	T-:----:--:----	_	
21-39	fjernkøling	fjernkøling	NC:siuc:--:----	_	
21-40	,	,	ZD	_	
21-41	så	så	CS:----:--:----	_	
21-42	en	en	:----	_	
21-43	vedtagelse	vedtagelse	NC:siuc:--:----	_	
21-44	af	af	T-:----:--:----	_	
21-45	forslaget	forslag	NC:sdun:--:----	_	
21-46	ikke	ikke	D-:----:--:u---	_	
21-47	ender	ende	VF:----:sa:----	_	
21-48	med	med	D-:----:--:u---	_	
21-49	bare	bare	D-:----:--:u---	_	
21-50	at	at	UI:----:--:----	_	
21-51	blive	blive	VI:----:-a:----	_	
21-52	et	en	PI:s-un:--:----	_	
21-53	slag	slag	NC:siun:--:----	slag_F_slag i luften	
21-54	i	i	T-:----:--:----	_	
21-55	luften	luft	NC:sduc:--:----	_	
21-56	og	og	CC:----:--:----	_	
21-57	stor	stor	AC:siuc:--:p---	_	
21-58	ståhej	ståhej	NC:siun:--:----	_	
21-59	for	for	T-:----:--:----	_	
21-60	ingenting	ingenting	PI:s-un:--:----	_	
21-61	.	.	ZP	_	

#id=22
#text= Det er noget, der får os til at åbne blikket mod omverdenen og i høj grad også mod os selv, og det er derfor, et forslag som det her ikke bare er et slag i luften, men faktisk burde være et forslag, som gjorde, at vi tog fat på diskussionen om, hvordan vi geografisk, socialt og etnisk sikrer kulturtilbud af kvalitet, så vi vil bakke forslaget meget op.
22-1	Det	det	PP:s-un:--:-3n-	_	
22-2	er	være	VF:----:sa:----	_	
22-3	noget	nogen	PI:s-un:--:----	_	
22-4	,	,	ZD	_	
22-5	der	der	US:----:--:----	_	
22-6	får	få	VF:----:sa:----	_	
22-7	os	vi	PP:p-uc:--:-1#-	_	
22-8	til	til	T-:----:--:----	_	
22-9	at	at	UI:----:--:----	_	
22-10	åbne	åbne	VI:----:-a:----	_	
22-11	blikket	blik	NC:sdun:--:----	_	
22-12	mod	mod	T-:----:--:----	_	
22-13	omverdenen	omverden	NC:sduc:--:----	_	
22-14	og	og	CC:----:--:----	_	
22-15	i	i	T-:----:--:----	_	
22-16	høj	høj	AC:siuc:--:p---	_	
22-17	grad	grad	NC:siuc:--:----	_	
22-18	også	også	D-:----:--:u---	_	
22-19	mod	mod	T-:----:--:----	_	
22-20	os	vi	PP:p-uc:--:-1#-	_	
22-21	selv	selv	PM:#-u#:--:----	_	
22-22	,	,	ZD	_	
22-23	og	og	CC:----:--:----	_	
22-24	det	det	PP:s-un:--:-3n-	_	
22-25	er	være	VF:----:sa:----	_	
22-26	derfor	derfor	D-:----:--:u---	_	
22-27	,	,	ZD	_	
22-28	et	en	PI:s-un:--:----	_	
22-29	forslag	forslag	NC:siun:--:----	_	
22-30	som	som	US:----:--:----	_	
22-31	det	det	PP:s-un:--:-3n-	_	
22-32	her	her	D-:----:--:u---	_	
22-33	ikke	ikke	D-:----:--:u---	_	
22-34	bare	bare	D-:----:--:u---	_	
22-35	er	være	VF:----:sa:----	_	
22-36	et	en	PI:s-un:--:----	_	
22-37	slag	slag	NC:siun:--:----	slag_F_slag i luften	
22-38	i	i	T-:----:--:----	_	
22-39	luften	luft	NC:sduc:--:----	_	
22-40	,	,	ZD	_	
22-41	men	men	CC:----:--:----	_	
22-42	faktisk	faktisk	AD:----:--:p---	_	
22-43	burde	burde	VF:----:ta:----	_	
22-44	være	være	VI:----:-a:----	_	
22-45	et	en	PI:s-un:--:----	_	
22-46	forslag	forslag	NC:siun:--:----	_	
22-47	,	,	ZD	_	
22-48	som	som	US:----:--:----	_	
22-49	gjorde	gøre	VF:----:ta:----	_	
22-50	,	,	ZD	_	
22-51	at	at	CS:----:--:----	_	
22-52	vi	vi	PP:p-nc:--:-1n-	_	
22-53	tog	tage	VF:----:ta:----	_	
22-54	fat	fat	D-:----:--:u---	_	
22-55	på	på	T-:----:--:----	_	
22-56	diskussionen	diskussion	NC:sduc:--:----	_	
22-57	om	om	T-:----:--:----	_	
22-58	,	,	ZD	_	
22-59	hvordan	hvordan	D-:----:--:u---	_	
22-60	vi	vi	PP:p-nc:--:-1n-	_	
22-61	geografisk	geografisk	AC:siu§:--:p---	_	
22-62	,	,	ZD	_	
22-63	socialt	social	AD:----:--:p---	_	
22-64	og	og	CC:----:--:----	_	
22-65	etnisk	etnisk	AC:siu§:--:p---	_	
22-66	sikrer	sikre	VF:----:sa:----	_	
22-67	kulturtilbud	kulturtilbud	NC:siun:--:----	_	
22-68	af	af	T-:----:--:----	_	
22-69	kvalitet	kvalitet	NC:siuc:--:----	_	
22-70	,	,	ZD	_	
22-71	så	så	CS:----:--:----	_	
22-72	vi	vi	PP:p-nc:--:-1n-	_	
22-73	vil	ville	VF:----:sa:----	_	
22-74	bakke	bakke	VI:----:-a:----	_	
22-75	forslaget	forslag	NC:sdun:--:----	_	
22-76	meget	megen	AD:----:--:p---	_	
22-77	op	op	D-:----:--:u---	_	
22-78	.	.	ZP	_	

#id=23
#text=Hvis vi afskaffer blasfemiloven, er der frit slag for alle til at slynge forhånelser og beskyldninger i hovedet på anderledes troende mennesker, fordi de er anderledes troende.
23-1	Hvis	hvis	CS:----:--:----	_	
23-2	vi	vi	PP:p-nc:--:-1n-	_	
23-3	afskaffer	afskaffe	VF:----:sa:----	_	
23-4	blasfemiloven	blasfemilov	NC:sduc:--:----	_	
23-5	,	,	ZD	_	
23-6	er	være	VF:----:sa:----	_	
23-7	der	der	US:----:--:----	_	
23-8	frit	fri	AC:siun:--:p---	_	
23-9	slag	slag	NC:siun:--:----	slag_F_frit slag	
23-10	for	for	T-:----:--:----	_	
23-11	alle	al	PI:p-u#:--:----	_	
23-12	til	til	T-:----:--:----	_	
23-13	at	at	UI:----:--:----	_	
23-14	slynge	slynge	VI:----:-a:----	_	
23-15	forhånelser	forhånelse	NC:piu#:--:----	_	
23-16	og	og	CC:----:--:----	_	
23-17	beskyldninger	beskyldning	NC:piu#:--:----	_	
23-18	i	i	T-:----:--:----	_	
23-19	hovedet	hoved	NC:sdun:--:----	_	
23-20	på	på	T-:----:--:----	_	
23-21	anderledes	anderledes	AC:§§u§:--:p---	_	
23-22	troende	troende	AD:----:--:p---	_	
23-23	mennesker	menneske	NC:piu#:--:----	_	
23-24	,	,	ZD	_	
23-25	fordi	fordi	CS:----:--:----	_	
23-26	de	de	PP:p-n#:--:-3n-	_	
23-27	er	være	VF:----:sa:----	_	
23-28	anderledes	anderledes	AD:----:--:p---	_	
23-29	troende	troende	AD:----:--:p---	_	
23-30	.	.	ZP	_	

#id=24
#text= Vi har ikke nogen forestilling om, at EU-landene bare med ét slag begynder at samarbejde og gå i samme retning alle sammen.
24-1	Vi	vi	PP:p-nc:--:-1n-	_	
24-2	har	have	VF:----:sa:----	_	
24-3	ikke	ikke	D-:----:--:u---	_	
24-4	nogen	nogen	PI:s-uc:--:----	_	
24-5	forestilling	forestilling	NC:siuc:--:----	_	
24-6	om	om	T-:----:--:----	_	
24-7	,	,	ZD	_	
24-8	at	at	CS:----:--:----	_	
24-9	EU	EU	NP:siu#:--:----	_	
24-10	-	-	ZH	_	
24-11	landene	land	NC:pdu#:--:----	_	
24-12	bare	bare	D-:----:--:u---	_	
24-13	med	med	T-:----:--:----	_	
24-14	ét	en	PI:s-un:--:----	_	
24-15	slag	slag	NC:siun:--:----	slag_F_med ét slag	
24-16	begynder	begynde	VF:----:sa:----	_	
24-17	at	at	UI:----:--:----	_	
24-18	samarbejde	samarbejde	VI:----:-a:----	_	
24-19	og	og	CC:----:--:----	_	
24-20	gå	gå	VI:----:-a:----	_	
24-21	i	i	T-:----:--:----	_	
24-22	samme	samme	AC:§§u§:--:p---	_	
24-23	retning	retning	NC:siuc:--:----	_	
24-24	alle	al	PI:p-u#:--:----	_	
24-25	sammen	sammen	D-:----:--:u---	_	
24-26	.	.	ZP	_	

#id=25
#text= Er der ikke i dybet af hans sjæl alligevel en ubehagelig fornemmelse ved at være fortaler for en Lissabontraktat, der i realiteten betyder et slag imod dansk selvstændighed, dvs. imod den konservatisme, som jo skulle være kernen i udenrigsministerens holdning?
25-1	Er	være	VF:----:sa:----	_	
25-2	der	der	US:----:--:----	_	
25-3	ikke	ikke	D-:----:--:u---	_	
25-4	i	i	T-:----:--:----	_	
25-5	dybet	dyb	NC:sdun:--:----	_	
25-6	af	af	T-:----:--:----	_	
25-7	hans	hans	PO:#--#:--:-3ns	_	
25-8	sjæl	sjæl	NC:siuc:--:----	_	
25-9	alligevel	alligevel	D-:----:--:u---	_	
25-10	en	en	PI:s-uc:--:----	_	
25-11	ubehagelig	ubehagelig	AC:siuc:--:p---	_	
25-12	fornemmelse	fornemmelse	NC:siuc:--:----	_	
25-13	ved	ved	T-:----:--:----	_	
25-14	at	at	UI:----:--:----	_	
25-15	være	være	VI:----:-a:----	_	
25-16	fortaler	fortale	NC:piu#:--:----	_	
25-17	for	for	T-:----:--:----	_	
25-18	en	en	PI:s-uc:--:----	_	
25-19	Lissabontraktat	Lissabontraktat	NP:siu#:--:----	_	
25-20	,	,	ZD	_	
25-21	der	der	US:----:--:----	_	
25-22	i	i	T-:----:--:----	_	
25-23	realiteten	realitet	NC:sduc:--:----	_	
25-24	betyder	betyde	VF:----:sa:----	_	
25-25	et	en	PI:s-un:--:----	_	
25-26	slag	slag	NC:siun:--:----	slag_1b	
25-27	imod	imod	T-:----:--:----	_	
25-28	dansk	dansk	AC:siu§:--:p---	_	
25-29	selvstændighed	selvstændighed	NC:siuc:--:----	_	
25-30	,	,	ZD	_	
25-31	dvs	dvs	D-:----:--:u---	_	
25-32	.	.	ZP	_	
25-33	imod	imod	T-:----:--:----	_	
25-34	den	den	PM:s-uc:--:----	_	
25-35	konservatisme	konservatisme	NC:siuc:--:----	_	
25-36	,	,	ZD	_	
25-37	som	som	US:----:--:----	_	
25-38	jo	jo	D-:----:--:u---	_	
25-39	skulle	skulle	VF:----:ta:----	_	
25-40	være	være	VI:----:-a:----	_	
25-41	kernen	kerne	NC:sduc:--:----	_	
25-42	i	i	T-:----:--:----	_	
25-43	udenrigsministerens	udenrigsminister	NC:sdgc:--:----	_	
25-44	holdning	holdning	NC:siuc:--:----	_	
25-45	?	?	ZQ	_	

#id=26
#text= Nu er det imidlertid, som jeg og fru Anne Grete Holmsgaard tidligere i dag har argumenteret for, ikke muligt at kæde det sammen med processen i forbindelse med Lissabontraktaten - det ville bare være et slag i luften.
26-1	Nu	nu	D-:----:--:u---	_	
26-2	er	være	VF:----:sa:----	_	
26-3	det	det	PP:s-un:--:-3n-	_	
26-4	imidlertid	imidlertid	D-:----:--:u---	_	
26-5	,	,	ZD	_	
26-6	som	som	US:----:--:----	_	
26-7	jeg	jeg	PP:s-nc:--:-1n-	_	
26-8	og	og	CC:----:--:----	_	
26-9	fru	frue	NC:siuc:--:----	_	
26-10	Anne	Anne	NP:siu#:--:----	_	
26-11	Grete	Grete	NP:siu#:--:----	_	
26-12	Holmsgaard	Holmsgaard	NP:siu#:--:----	_	
26-13	tidligere	tidlig	AD:----:--:c---	_	
26-14	i	i	T-:----:--:----	_	
26-15	dag	dag	NC:siuc:--:----	_	
26-16	har	have	VF:----:sa:----	_	
26-17	argumenteret	argumentere	VT:siu#:t-:----	_	
26-18	for	for	T-:----:--:----	_	
26-19	,	,	ZD	_	
26-20	ikke	ikke	D-:----:--:u---	_	
26-21	muligt	mulig	AC:siun:--:p---	_	
26-22	at	at	UI:----:--:----	_	
26-23	kæde	kæde	VI:----:-a:----	_	
26-24	det	det	PP:s-un:--:-3n-	_	
26-25	sammen	sammen	D-:----:--:u---	_	
26-26	med	med	T-:----:--:----	_	
26-27	processen	proces	NC:sduc:--:----	_	
26-28	i	i	T-:----:--:----	_	
26-29	forbindelse	forbindelse	NC:siuc:--:----	_	
26-30	med	med	T-:----:--:----	_	
26-31	Lissabontraktaten	Lissabontraktaten	NP:siu#:--:----	_	
26-32	-	-	ZH	_	
26-33	det	det	XY:----:--:----	_	
26-34	ville	ville	VF:----:ta:----	_	
26-35	bare	bare	D-:----:--:u---	_	
26-36	være	være	VI:----:-a:----	_	
26-37	et	en	PI:s-un:--:----	_	
26-38	slag	slag	NC:siun:--:----	slag_F_slag i luften	
26-39	i	i	T-:----:--:----	_	
26-40	luften	luft	NC:sduc:--:----	_	
26-41	.	.	ZP	_	

#id=27
#text= Jeg vil slå et meget stærkt slag for, at vi faktisk prøver at genetablere en diskussion om, hvad en reel socialpolitik er, for det er ikke kun et spørgsmål om beskæftigelse, selv om det også er det.
27-1	Jeg	jeg	PP:s-nc:--:-1n-	_	
27-2	vil	ville	VF:----:sa:----	_	
27-3	slå	slå	VI:----:-a:----	_	
27-4	et	en	PI:s-un:--:----	_	
27-5	meget	megen	AD:----:--:p---	_	
27-6	stærkt	stærk	AC:siun:--:p---	_	
27-7	slag	slag	NC:siun:--:----	slag_F_slå et slag	
27-8	for	for	T-:----:--:----	_	
27-9	,	,	ZD	_	
27-10	at	at	CS:----:--:----	_	
27-11	vi	vi	PP:p-nc:--:-1n-	_	
27-12	faktisk	faktisk	AD:----:--:p---	_	
27-13	prøver	prøve	VF:----:sa:----	_	
27-14	at	at	UI:----:--:----	_	
27-15	genetablere	genetablere	VI:----:-a:----	_	
27-16	en	en	PI:s-uc:--:----	_	
27-17	diskussion	diskussion	:----	_	
27-18	om	om	T-:----:--:----	_	
27-19	,	,	ZD	_	
27-20	hvad	hvad	PR:s-u#:--:----	_	
27-21	en	en	PI:s-uc:--:----	_	
27-22	reel	reel	AC:siuc:--:p---	_	
27-23	socialpolitik	socialpolitik	NC:siuc:--:----	_	
27-24	er	være	VF:----:sa:----	_	
27-25	,	,	ZD	_	
27-26	for	for	CC:----:--:----	_	
27-27	det	det	PP:s-un:--:-3n-	_	
27-28	er	være	VF:----:sa:----	_	
27-29	ikke	ikke	D-:----:--:u---	_	
27-30	kun	kun	D-:----:--:u---	_	
27-31	et	en	PI:s-un:--:----	_	
27-32	spørgsmål	spørgsmål	NC:siun:--:----	_	
27-33	om	om	T-:----:--:----	_	
27-34	beskæftigelse	beskæftigelse	NC:siuc:--:----	_	
27-35	,	,	ZD	_	
27-36	selv	selv	D-:----:--:u---	_	
27-37	om	om	T-:----:--:----	_	
27-38	det	det	PP:s-un:--:-3n-	_	
27-39	også	også	D-:----:--:u---	_	
27-40	er	være	VF:----:sa:----	_	
27-41	det	det	PP:s-un:--:-3n-	_	
27-42	.	.	ZP	_	

#id=28
#text= Det er jo ikke sådan, at de, der i dag har unoterede aktier, små virksomheder i Danmark, med et slag bliver optaget til handel på et reguleret marked, det skal de altså gøre en indsats for.
28-1	Det	det	PP:s-un:--:-3n-	_	
28-2	er	være	VF:----:sa:----	_	
28-3	jo	jo	D-:----:--:u---	_	
28-4	ikke	ikke	D-:----:--:u---	_	
28-5	sådan	sådan	D-:----:--:u---	_	
28-6	,	,	ZD	_	
28-7	at	at	CS:----:--:----	_	
28-8	de	de	PP:p-n#:--:-3n-	_	
28-9	,	,	ZD	_	
28-10	der	der	US:----:--:----	_	
28-11	i	i	T-:----:--:----	_	
28-12	dag	dag	NC:siuc:--:----	_	
28-13	har	have	VF:----:sa:----	_	
28-14	unoterede	unotere	VP:p#u#:t-:----	_	
28-15	aktier	aktie	NC:piu#:--:----	_	
28-16	,	,	ZD	_	
28-17	små	lille	AC:p#u#:--:p---	_	
28-18	virksomheder	virksomhed	NC:piu#:--:----	_	
28-19	i	i	T-:----:--:----	_	
28-20	Danmark	Danmark	NP:siu#:--:----	_	
28-21	,	,	ZD	_	
28-22	med	med	T-:----:--:----	_	
28-23	et	en	PI:s-un:--:----	_	
28-24	slag	slag	NC:siun:--:----	slag_F_med ét slag	
28-25	bliver	blive	VF:----:sa:----	_	
28-26	optaget	optage	VT:siu#:t-:----	_	
28-27	til	til	T-:----:--:----	_	
28-28	handel	handel	NC:siuc:--:----	_	
28-29	på	på	T-:----:--:----	_	
28-30	et	en	PI:s-un:--:----	_	
28-31	reguleret	regulere	VT:siu#:t-:----	_	
28-32	marked	marked	NC:siun:--:----	_	
28-33	,	,	ZD	_	
28-34	det	det	PP:s-un:--:-3n-	_	
28-35	skal	skulle	VF:----:sa:----	_	
28-36	de	de	PP:p-n#:--:-3n-	_	
28-37	altså	altså	D-:----:--:u---	_	
28-38	gøre	gøre	VI:----:-a:----	_	
28-39	en	en	PI:s-uc:--:----	_	
28-40	indsats	indsats	NC:siuc:--:----	_	
28-41	for	for	T-:----:--:----	_	
28-42	.	.	ZP	_	

#id=29
#text=Alle de ting har jo en administrativ betydning og medfører nogle administrative omkostninger, så hvis vi vil have lovforslaget til at fungere og blive til mere end et slag i luften-forslag, tror jeg altså også, at kulturministeren skal gå over til finansministeren og sige, at han skal kigge lidt i lommerne og se, om der ikke findes noget, for ellers tror jeg, det bliver svært at se, at forslaget giver mening.
