 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # webanno.custom.Le | value
#id=1
#text=De samler soden op og blæser den ud senere, og så kan vi alle sammen få et ordentligt skud af det, når vi kører rundt inde i byen på vores cykler.
1-1	De	de	PP:p-n#:--:-3n-	_	
17-21	taget	tage	VT:siu#:t-:----	_	
17-22	i	i	T-:----:--:----	_	
17-23	det	det	PP:s-un:--:-3n-	_	
17-24	,	,	ZD	_	
17-25	og	og	CC:----:--:----	_	
17-26	så	så	D-:----:--:u---	_	
17-27	må	måtte	VF:----:sa:----	_	
17-28	vi	vi	PP:p-nc:--:-1n-	_	
17-29	stå	stå	VI:----:-a:----	_	
17-30	for	for	T-:----:--:----	_	
17-31	skud	skud	NC:siun:--:----	skud_F_stå-for-skud	
17-32	for	for	T-:----:--:----	_	
17-33	det	det	PP:s-un:--:-3n-	_	
17-34	.	.	ZP	_	

#id=18
#text= Sidste skud på stammen er foreløbig muligheden for at købe og betale varer  og tjenesteydelser via mobiltelefon.
18-1	Sidste	sidste	AC:§§u§:--:p---	_	
18-2	skud	skud	NC:siun:--:----	skud_F_sidste-(seneste,-nyeste,-..)-skud-på-stammen	
18-3	på	på	T-:----:--:----	_	
18-4	stammen	stamme	NC:sduc:--:----	_	
18-5	er	være	VF:----:sa:----	_	
18-6	foreløbig	foreløbig	AD:----:--:p---	_	
18-7	muligheden	mulighed	NC:sduc:--:----	_	
18-8	for	for	T-:----:--:----	_	
18-9	at	at	UI:----:--:----	_	
18-10	købe	købe	VI:----:-a:----	_	
18-11	og	og	CC:----:--:----	_	
18-12	betale	betale	VI:----:-a:----	_	
18-13	varer	vare	NC:piu#:--:----	_	
18-14	og	og	CC:----:--:----	_	
18-15	tjenesteydelser	tjenesteydelse	NC:piu#:--:----	_	
18-16	via	via	T-:----:--:----	_	
18-17	mobiltelefon	mobiltelefon	NC:siuc:--:----	_	
18-18	.	.	ZP	_	

