 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value
#id=1
#text=Lad mig fremhæve nogle stykker:
1-1	Lad	lade	VM:----:--:----	O	
14-90	års	år	NC:pig#:--:----	O	
14-91	fængsel	fængsel	NC:siun:--:----	O	
14-92	.	.	ZP	O	

#id=15
#text=Hvis vedkommende ikke helt kan forstå det, kan det være nødvendigt, at politiet skriver det ned på et stykke papir til vedkommende, så vedkommende hver morgen, når vedkommende står op, lige kan læse, at vedkommende skal lade være med at sende blomster til fru Lone Dybkjær eller nogen andre, som man ikke må have lov til at chikanere.
15-1	Hvis	hvis	CS:----:--:----	O	
15-2	vedkommende	vedkommende	NC:siun:--:----	O	
15-3	ikke	ikke	D-:----:--:u---	O	
15-4	helt	hel	AD:----:--:p---	O	
15-5	kan	kunne	VF:----:sa:----	O	
15-6	forstå	forstå	VI:----:-a:----	O	
15-7	det	det	PP:s-un:--:-3n-	O	
15-8	,	,	ZD	O	
15-9	kan	kunne	VF:----:sa:----	O	
15-10	det	det	PP:s-un:--:-3n-	O	
15-11	være	være	VI:----:-a:----	O	
15-12	nødvendigt	nødvendig	AC:siun:--:p---	O	
15-13	,	,	ZD	O	
15-14	at	at	CS:----:--:----	O	
15-15	politiet	politi	NC:sdun:--:----	O	
15-16	skriver	skrive	VF:----:sa:----	O	
15-17	det	det	PP:s-un:--:-3n-	O	
15-18	ned	ned	D-:----:--:u---	O	
15-19	på	på	T-:----:--:----	O	
15-20	et	en	PI:s-un:--:----	O	
15-21	stykke	stykke	NC:siun:--:----	B-stykke-4	
15-22	papir	papir	NC:siun:--:----	O	
15-23	til	til	T-:----:--:----	O	
15-24	vedkommende	vedkommende	NC:siun:--:----	O	
15-25	,	,	ZD	O	
15-26	så	så	CS:----:--:----	O	
15-27	vedkommende	vedkommende	NC:siun:--:----	O	
15-28	hver	hver	PI:s-uc:--:----	O	
15-29	morgen	morgen	NC:siuc:--:----	O	
15-30	,	,	ZD	O	
15-31	når	når	CS:----:--:----	O	
15-32	vedkommende	vedkommende	NC:siun:--:----	O	
15-33	står	stå	VF:----:sa:----	O	
15-34	op	op	D-:----:--:u---	O	
15-35	,	,	ZD	O	
15-36	lige	lige	D-:----:--:u---	O	
15-37	kan	kunne	VF:----:sa:----	O	
15-38	læse	læse	VI:----:-a:----	O	
15-39	,	,	ZD	O	
15-40	at	at	CS:----:--:----	O	
15-41	vedkommende	vedkommende	NC:siun:--:----	O	
15-42	skal	skulle	VF:----:sa:----	O	
15-43	lade	lade	VI:----:-a:----	O	
15-44	være	være	VI:----:-a:----	O	
15-45	med	med	T-:----:--:----	O	
15-46	at	at	UI:----:--:----	O	
15-47	sende	sende	VI:----:-a:----	O	
15-48	blomster	blomst	NC:piu#:--:----	O	
15-49	til	til	T-:----:--:----	O	
15-50	fru	frue	NC:siuc:--:----	O	
15-51	Lone	Lone	NP:siu#:--:----	O	
15-52	Dybkjær	Dybkjær	NP:siu#:--:----	O	
15-53	eller	eller	CC:----:--:----	O	
15-54	nogen	nogen	PI:s-uc:--:----	O	
15-55	andre	anden	PI:p-u#:--:----	O	
15-56	,	,	ZD	O	
15-57	som	som	US:----:--:----	O	
15-58	man	man	PI:#-uc:--:----	O	
15-59	ikke	ikke	D-:----:--:u---	O	
15-60	må	måtte	VF:----:sa:----	O	
15-61	have	have	VI:----:-a:----	O	
15-62	lov	lov	NC:§§u§:--:----	O	
15-63	til	til	T-:----:--:----	O	
15-64	at	at	UI:----:--:----	O	
15-65	chikanere	chikanere	VI:----:-a:----	O	
15-66	.	.	ZP	O	

#id=16
#text=Jeg kan også godt skrive det ned på et stykke papir og så lade det cirkulere rundt i Folketingssalen.
16-1	Jeg	jeg	PP:s-nc:--:-1n-	O	
16-2	kan	kunne	VF:----:sa:----	O	
16-3	også	også	D-:----:--:u---	O	
16-4	godt	god	AD:----:--:p---	O	
16-5	skrive	skrive	VI:----:-a:----	O	
16-6	det	det	PP:s-un:--:-3n-	O	
16-7	ned	ned	D-:----:--:u---	O	
16-8	på	på	T-:----:--:----	O	
16-9	et	en	PI:s-un:--:----	O	
16-10	stykke	stykke	NC:siun:--:----	B-stykke-4	
16-11	papir	papir	NC:siun:--:----	O	
16-12	og	og	CC:----:--:----	O	
16-13	så	så	D-:----:--:u---	O	
16-14	lade	lade	VI:----:-a:----	O	
16-15	det	det	PP:s-un:--:-3n-	O	
16-16	cirkulere	cirkulere	VI:----:-a:----	O	
16-17	rundt	rundt	D-:----:--:u---	O	
16-18	i	i	T-:----:--:----	O	
16-19	Folketingssalen	folketingssal	NC:sduc:--:----	O	
16-20	.	.	ZP	O	

#id=17
#text=Og hele denne burkadebat er et stykke symbolpolitik, et forsøg på at forstørre et problem.
17-1	Og	og	CC:----:--:----	O	
17-2	hele	hel	AC:sdu#:--:p---	O	
17-3	denne	denne	PM:s-uc:--:----	O	
17-4	burkadebat	burkadebat	NC:siuc:--:----	O	
17-5	er	være	VF:----:sa:----	O	
17-6	et	en	PI:s-un:--:----	O	
17-7	stykke	stykke	NC:siun:--:----	B-stykke-4b	
17-8	symbolpolitik	symbolpolitik	NC:siuc:--:----	O	
17-9	,	,	ZD	O	
17-10	et	en	PI:s-un:--:----	O	
17-11	forsøg	forsøg	NC:siun:--:----	O	
17-12	på	på	T-:----:--:----	O	
17-13	at	at	UI:----:--:----	O	
17-14	forstørre	forstørre	VI:----:-a:----	O	
17-15	et	en	PI:s-un:--:----	O	
17-16	problem	problem	NC:siun:--:----	O	
17-17	.	.	ZP	O	

#id=18
#text=Så er vi jo nået et godt stykke ad den vej, som vi i fællesskab ønsker at gå.
18-1	Så	så	D-:----:--:u---	O	
18-2	er	være	VF:----:sa:----	O	
18-3	vi	vi	PP:p-nc:--:-1n-	O	
18-4	jo	jo	D-:----:--:u---	O	
18-5	nået	nå	VT:siu#:t-:----	O	
18-6	et	en	PI:s-un:--:----	O	
18-7	godt	god	AC:siun:--:p---	O	
18-8	stykke	stykke	NC:siun:--:----	B-stykke-4b	
18-9	ad	ad	T-:----:--:----	O	
18-10	den	den	PM:s-uc:--:----	O	
18-11	vej	vej	NC:siuc:--:----	O	
18-12	,	,	ZD	O	
18-13	som	som	US:----:--:----	O	
18-14	vi	vi	PP:p-nc:--:-1n-	O	
18-15	i	i	T-:----:--:----	O	
18-16	fællesskab	fællesskab	NC:siun:--:----	O	
18-17	ønsker	ønske	VF:----:sa:----	O	
18-18	at	at	UI:----:--:----	O	
18-19	gå	gå	VI:----:-a:----	O	
18-20	.	.	ZP	O	

#id=19
#text=Det gælder f.eks. medicin mod forhøjet blodtryk, hormonelle sygdomme, epilepsi, Parkinsons sygdom og psykofarmaka, bare for at nævne nogle få stykker.
19-1	Det	det	PP:s-un:--:-3n-	O	
19-2	gælder	gælde	VF:----:sa:----	O	
19-3	f	for	T-:----:--:----	O	
19-4	.	.	ZP	O	
19-5	eks	eksempel	NC:siun:--:----	O	
19-6	.	.	ZP	O	
19-7	medicin	medicin	NC:siuc:--:----	O	
19-8	mod	mod	T-:----:--:----	O	
19-9	forhøjet	forhøje	VT:siu#:t-:----	O	
19-10	blodtryk	blodtryk	NC:siun:--:----	O	
19-11	,	,	ZD	O	
19-12	hormonelle	hormonel	NC:piu#:--:----	O	
19-13	sygdomme	sygdom	NC:piu#:--:----	O	
19-14	,	,	ZD	O	
19-15	epilepsi	epilepsi	NC:siuc:--:----	O	
19-16	,	,	ZD	O	
19-17	Parkinsons	Parkinsons	NP:sig#:--:----	O	
19-18	sygdom	sygdom	NC:siuc:--:----	O	
19-19	og	og	CC:----:--:----	O	
19-20	psykofarmaka	psykofarmakon	NC:piu#:--:----	O	
19-21	,	,	ZD	O	
19-22	bare	bare	D-:----:--:u---	O	
19-23	for	for	T-:----:--:----	O	
19-24	at	at	UI:----:--:----	O	
19-25	nævne	nævne	VI:----:-a:----	O	
19-26	nogle	nogen	PI:p-u#:--:----	O	
19-27	få	få	AC:p#u#:--:p---	O	
19-28	stykker	stykke	NC:piu#:--:----	B-stykke-4	
19-29	.	.	ZP	O	

#id=20
#text=Jeg vil bare have det undersøgt, men da det kom til stykket, hvem var det så, der sagde nej til bare at undersøge det?
20-1	Jeg	jeg	PP:s-nc:--:-1n-	O	
20-2	vil	ville	VF:----:sa:----	O	
20-3	bare	bare	D-:----:--:u---	O	
20-4	have	have	VI:----:-a:----	O	
20-5	det	det	PP:s-un:--:-3n-	O	
20-6	undersøgt	undersøge	VT:siu#:t-:----	O	
20-7	,	,	ZD	O	
20-8	men	men	CC:----:--:----	O	
20-9	da	da	CS:----:--:----	O	
20-10	det	det	PP:s-un:--:-3n-	O	
20-11	kom	komme	VF:----:ta:----	O	
20-12	til	til	T-:----:--:----	O	
20-13	stykket	stykke	NC:sdun:--:----	B-stykke-F-når-det-kommer-til-stykket	
20-14	,	,	ZD	O	
20-15	hvem	hvem	PR:#-uc:--:----	O	
20-16	var	være	VF:----:ta:----	O	
20-17	det	det	PP:s-un:--:-3n-	O	
20-18	så	så	D-:----:--:u---	O	
20-19	,	,	ZD	O	
20-20	der	der	US:----:--:----	O	
20-21	sagde	sige	VF:----:ta:----	O	
20-22	nej	nej	NC:siun:--:----	O	
20-23	til	til	T-:----:--:----	O	
20-24	bare	bare	D-:----:--:u---	O	
20-25	at	at	UI:----:--:----	O	
20-26	undersøge	undersøge	VI:----:-a:----	O	
20-27	det	det	PP:s-un:--:-3n-	O	
20-28	?	?	ZQ	O	

#id=21
#text=Vi går ikke altid efter det ultimativt fuldstændig rigtige, men vi synes, at vi her er nødt til at gå i hvert fald et langt stykke ad vejen, og så håber jeg, at vi på en eller anden måde, nu eller i tiden fremover, kan finde en fælles løsning, så de her mennesker også får hjælp.
21-1	Vi	vi	PP:p-nc:--:-1n-	O	
21-2	går	gå	VF:----:sa:----	O	
21-3	ikke	ikke	D-:----:--:u---	O	
21-4	altid	altid	D-:----:--:u---	O	
21-5	efter	efter	T-:----:--:----	O	
21-6	det	den	PM:s-un:--:----	O	
21-7	ultimativt	ultimativ	AD:----:--:p---	O	
21-8	fuldstændig	fuldstændig	AD:----:--:p---	O	
21-9	rigtige	rigtig	AC:p#u#:--:p---	O	
21-10	,	,	ZD	O	
21-11	men	men	CC:----:--:----	O	
21-12	vi	vi	PP:p-nc:--:-1n-	O	
21-13	synes	syne	VF:----:sp:----	O	
21-14	,	,	ZD	O	
21-15	at	at	CS:----:--:----	O	
21-16	vi	vi	PP:p-nc:--:-1n-	O	
21-17	her	her	D-:----:--:u---	O	
21-18	er	være	VF:----:sa:----	O	
21-19	nødt	nødt	AC:§§u§:--:p---	O	
21-20	til	til	T-:----:--:----	O	
21-21	at	at	UI:----:--:----	O	
21-22	gå	gå	VI:----:-a:----	O	
21-23	i	i	T-:----:--:----	O	
21-24	hvert	hver	PI:s-un:--:----	O	
21-25	fald	fald	NC:siun:--:----	O	
21-26	et	en	PI:s-un:--:----	O	
21-27	langt	lang	AC:siun:--:p---	O	
21-28	stykke	stykke	NC:siun:--:----	B-stykke-4b	
21-29	ad	ad	T-:----:--:----	O	
21-30	vejen	vej	NC:sduc:--:----	O	
21-31	,	,	ZD	O	
21-32	og	og	CC:----:--:----	O	
21-33	så	så	D-:----:--:u---	O	
21-34	håber	håbe	VF:----:sa:----	O	
21-35	jeg	jeg	PP:s-nc:--:-1n-	O	
21-36	,	,	ZD	O	
21-37	at	at	CS:----:--:----	O	
21-38	vi	vi	PP:p-nc:--:-1n-	O	
21-39	på	på	T-:----:--:----	O	
21-40	en	en	PI:s-uc:--:----	O	
21-41	eller	eller	CC:----:--:----	O	
21-42	anden	anden	PI:s-uc:--:----	O	
21-43	måde	måde	NC:siuc:--:----	O	
21-44	,	,	ZD	O	
21-45	nu	nu	D-:----:--:u---	O	
21-46	eller	eller	CC:----:--:----	O	
21-47	i	i	T-:----:--:----	O	
21-48	tiden	tid	NC:sduc:--:----	O	
21-49	fremover	fremover	D-:----:--:u---	O	
21-50	,	,	ZD	O	
21-51	kan	kunne	VF:----:sa:----	O	
21-52	finde	finde	VI:----:-a:----	O	
21-53	en	en	PI:s-uc:--:----	O	
21-54	fælles	fælles	AC:§§u§:--:p---	O	
21-55	løsning	løsning	NC:siuc:--:----	O	
21-56	,	,	ZD	O	
21-57	så	så	CS:----:--:----	O	
21-58	de	de	PP:p-n#:--:-3n-	O	
21-59	her	her	D-:----:--:u---	O	
21-60	mennesker	menneske	NC:piu#:--:----	O	
21-61	også	også	D-:----:--:u---	O	
21-62	får	få	VF:----:sa:----	O	
21-63	hjælp	hjælp	NC:siuc:--:----	O	
21-64	.	.	ZP	O	

#id=22
#text=Alene af den grund ville det jo være skønne spildte kræfter at fokusere så meget på et stykke teoretisk skrivebordsarbejde, som en handlingsplan ville være.
22-1	Alene	alene	D-:----:--:u---	O	
22-2	af	af	T-:----:--:----	O	
22-3	den	den	PM:s-uc:--:----	O	
22-4	grund	grund	NC:siuc:--:----	O	
22-5	ville	ville	VF:----:ta:----	O	
22-6	det	det	PP:s-un:--:-3n-	O	
22-7	jo	jo	D-:----:--:u---	O	
22-8	være	være	VI:----:-a:----	O	
22-9	skønne	skøn	AC:p#u#:--:p---	O	
22-10	spildte	spilde	VP:p#u#:t-:----	O	
22-11	kræfter	kraft	NC:piu#:--:----	O	
22-12	at	at	UI:----:--:----	O	
22-13	fokusere	fokusere	VI:----:-a:----	O	
22-14	så	så	D-:----:--:u---	O	
22-15	meget	megen	AD:----:--:p---	O	
22-16	på	på	T-:----:--:----	O	
22-17	et	en	PI:s-un:--:----	O	
22-18	stykke	stykke	NC:siun:--:----	B-stykke-4b	
22-19	teoretisk	teoretisk	AC:siu§:--:p---	O	
22-20	skrivebordsarbejde	skrivebordsarbejde	NC:siun:--:----	O	
22-21	,	,	ZD	O	
22-22	som	som	US:----:--:----	O	
22-23	en	en	PI:s-uc:--:----	O	
22-24	handlingsplan	handlingsplan	NC:siuc:--:----	O	
22-25	ville	ville	VF:----:ta:----	O	
22-26	være	være	VI:----:-a:----	O	
22-27	.	.	ZP	O	

#id=23
#text=Den fylder ikke så meget, men hvis det er det, man efterlyser, så kan vi da godt skrive det ned på et stykke papir, nemlig at man skal bekæmpe bandekriminalitet, herunder skyderier på gader og stræder.
23-1	Den	den	PP:s-uc:--:-3n-	O	
23-2	fylder	fylde	VF:----:sa:----	O	
23-3	ikke	ikke	D-:----:--:u---	O	
23-4	så	så	D-:----:--:u---	O	
23-5	meget	megen	AD:----:--:p---	O	
23-6	,	,	ZD	O	
23-7	men	men	CC:----:--:----	O	
23-8	hvis	hvis	CS:----:--:----	O	
23-9	det	det	PP:s-un:--:-3n-	O	
23-10	er	være	VF:----:sa:----	O	
23-11	det	det	PP:s-un:--:-3n-	O	
23-12	,	,	ZD	O	
23-13	man	man	PI:#-uc:--:----	O	
23-14	efterlyser	efterlyse	VF:----:sa:----	O	
23-15	,	,	ZD	O	
23-16	så	så	D-:----:--:u---	O	
23-17	kan	kunne	VF:----:sa:----	O	
23-18	vi	vi	PP:p-nc:--:-1n-	O	
23-19	da	da	D-:----:--:u---	O	
23-20	godt	god	AD:----:--:p---	O	
23-21	skrive	skrive	VI:----:-a:----	O	
23-22	det	det	PP:s-un:--:-3n-	O	
23-23	ned	ned	D-:----:--:u---	O	
23-24	på	på	T-:----:--:----	O	
23-25	et	en	PI:s-un:--:----	O	
23-26	stykke	stykke	NC:siun:--:----	B-stykke-4	
23-27	papir	papir	NC:siun:--:----	O	
23-28	,	,	ZD	O	
23-29	nemlig	nemlig	D-:----:--:u---	O	
23-30	at	at	CS:----:--:----	O	
23-31	man	man	PI:#-uc:--:----	O	
23-32	skal	skulle	VF:----:sa:----	O	
23-33	bekæmpe	bekæmpe	VI:----:-a:----	O	
23-34	bandekriminalitet	bandekriminalitet	NC:siuc:--:----	O	
23-35	,	,	ZD	O	
23-36	herunder	herunder	D-:----:--:u---	O	
23-37	skyderier	skyderi	NC:piu#:--:----	O	
23-38	på	på	T-:----:--:----	O	
23-39	gader	gade	NC:piu#:--:----	O	
23-40	og	og	CC:----:--:----	O	
23-41	stræder	stræde	NC:piu#:--:----	O	
23-42	.	.	ZP	O	

#id=24
#text=Jeg er utrolig taknemlig over, at hr. Per Clausen har bragt det her spørgsmål ned i Folketingssalen, så der måske er lidt flere end os seks, otte, ti stykker, der nu i 3 ½ år har siddet og diskuteret det bag lukkede døre.
24-1	Jeg	jeg	PP:s-nc:--:-1n-	O	
24-2	er	være	VF:----:sa:----	O	
24-3	utrolig	utrolig	AD:----:--:p---	O	
24-4	taknemlig	taknemlig	AC:siuc:--:p---	O	
24-5	over	over	T-:----:--:----	O	
24-6	,	,	ZD	O	
24-7	at	at	CS:----:--:----	O	
24-8	hr	herre	NC:siuc:--:----	O	
24-9	.	.	ZP	O	
24-10	Per	Per	NP:siu#:--:----	O	
24-11	Clausen	Clausen	NP:siu#:--:----	O	
24-12	har	have	VF:----:sa:----	O	
24-13	bragt	bringe	VT:siu#:t-:----	O	
24-14	det	det	PP:s-un:--:-3n-	O	
24-15	her	her	D-:----:--:u---	O	
24-16	spørgsmål	spørgsmål	NC:siun:--:----	O	
24-17	ned	ned	D-:----:--:u---	O	
24-18	i	i	T-:----:--:----	O	
24-19	Folketingssalen	folketingssal	NC:sduc:--:----	O	
24-20	,	,	ZD	O	
24-21	så	så	CS:----:--:----	O	
24-22	der	der	US:----:--:----	O	
24-23	måske	måske	D-:----:--:u---	O	
24-24	er	være	VF:----:sa:----	O	
24-25	lidt	lidt	AD:----:--:p---	O	
24-26	flere	mange	AC:##u#:--:c---	O	
24-27	end	end	CS:----:--:----	O	
24-28	os	os	XY:----:--:----	O	
24-29	seks	seks	LC:--u-:--:----	O	
24-30	,	,	ZD	O	
24-31	otte	otte	LC:--u-:--:----	O	
24-32	,	,	ZD	O	
24-33	ti	ti	LC:--u-:--:----	O	
24-34	stykker	stykke	NC:piu#:--:----	B-stykke-4a	
24-35	,	,	ZD	O	
24-36	der	der	US:----:--:----	O	
24-37	nu	nu	D-:----:--:u---	O	
24-38	i	i	T-:----:--:----	O	
24-39	3	3	LC:--u-:--:----	O	
24-40	½	½	NP:siu#:--:----	O	
24-41	år	år	NC:siun:--:----	O	
24-42	har	have	VF:----:sa:----	O	
24-43	siddet	sidde	VT:siu#:t-:----	O	
24-44	og	og	CC:----:--:----	O	
24-45	diskuteret	diskutere	VT:siu#:t-:----	O	
24-46	det	det	PP:s-un:--:-3n-	O	
24-47	bag	bag	T-:----:--:----	O	
24-48	lukkede	lukket	AC:p#u#:--:p---	O	
24-49	døre	dør	NC:piu#:--:----	O	
24-50	.	.	ZP	O	

#id=25
#text=Men der er altså stadig væk et stykke tid til, idet vi skriver 2009 nu.
25-1	Men	men	CC:----:--:----	O	
25-2	der	der	US:----:--:----	O	
25-3	er	være	VF:----:sa:----	O	
25-4	altså	altså	D-:----:--:u---	O	
25-5	stadig	stadig	D-:----:--:u---	O	
25-6	væk	væk	D-:----:--:u---	O	
25-7	et	en	PI:s-un:--:----	O	
25-8	stykke	stykke	NC:siun:--:----	B-stykke-3a	
25-9	tid	tid	NC:siuc:--:----	O	
25-10	til	til	T-:----:--:----	O	
25-11	,	,	ZD	O	
25-12	idet	idet	CS:----:--:----	O	
25-13	vi	vi	PP:p-nc:--:-1n-	O	
25-14	skriver	skrive	VF:----:sa:----	O	
25-15	2009	2009	LC:--u-:--:----	O	
25-16	nu	nu	D-:----:--:u---	O	
25-17	.	.	ZP	O	

#id=26
#text=Den nuværende bestyrelsesformand er måske foreløbig i hvert fald ikke fra et af de helt små partier, men både kulturministeren og jeg ved, hvor meget tid det tager at passe et fuldtidspolitikerjob, og vi ved også, at det at varetage bestyrelsesformandsposten i så stor en institution som Århus Teater er et ganske krævende stykke arbejde.
26-1	Den	den	PM:s-uc:--:----	O	
26-2	nuværende	nuværende	AC:§§u§:--:p---	O	
26-3	bestyrelsesformand	bestyrelsesformand	NC:siuc:--:----	O	
26-4	er	være	VF:----:sa:----	O	
26-5	måske	måske	D-:----:--:u---	O	
26-6	foreløbig	foreløbig	AD:----:--:p---	O	
26-7	i	i	T-:----:--:----	O	
26-8	hvert	hver	PI:s-un:--:----	O	
26-9	fald	fald	NC:siun:--:----	O	
26-10	ikke	ikke	D-:----:--:u---	O	
26-11	fra	fra	T-:----:--:----	O	
26-12	et	en	PI:s-un:--:----	O	
26-13	af	af	T-:----:--:----	O	
26-14	de	den	PM:p-u#:--:----	O	
26-15	helt	hel	AD:----:--:p---	O	
26-16	små	lille	AC:p#u#:--:p---	O	
26-17	partier	parti	NC:piu#:--:----	O	
26-18	,	,	ZD	O	
26-19	men	men	CC:----:--:----	O	
26-20	både	både	D-:----:--:u---	O	
26-21	kulturministeren	kulturminister	NC:sduc:--:----	O	
26-22	og	og	CC:----:--:----	O	
26-23	jeg	jeg	PP:s-nc:--:-1n-	O	
26-24	ved	vide	VF:----:sa:----	O	
26-25	,	,	ZD	O	
26-26	hvor	hvor	D-:----:--:u---	O	
26-27	meget	megen	AC:siu§:--:p---	O	
26-28	tid	tid	NC:siuc:--:----	O	
26-29	det	den	PM:s-un:--:----	O	
26-30	tager	tage	VF:----:sa:----	O	
26-31	at	at	UI:----:--:----	O	
26-32	passe	passe	VI:----:-a:----	O	
26-33	et	en	PI:s-un:--:----	O	
26-34	fuldtidspolitikerjob	fuldtidspolitikerjob	NC:siun:--:----	O	
26-35	,	,	ZD	O	
26-36	og	og	CC:----:--:----	O	
26-37	vi	vi	PP:p-nc:--:-1n-	O	
26-38	ved	vide	VF:----:sa:----	O	
26-39	også	også	D-:----:--:u---	O	
26-40	,	,	ZD	O	
26-41	at	at	CS:----:--:----	O	
26-42	det	det	:--:-3n-	O	
26-43	at	at	UI:----:--:----	O	
26-44	varetage	varetage	VI:----:-a:----	O	
26-45	bestyrelsesformandsposten	bestyrelsesformandspost	NC:sduc:--:----	O	
26-46	i	i	T-:----:--:----	O	
26-47	så	så	D-:----:--:u---	O	
26-48	stor	stor	AC:siuc:--:p---	O	
26-49	en	en	PI:s-uc:--:----	O	
26-50	institution	institution	NC:siuc:--:----	O	
26-51	som	som	US:----:--:----	O	
26-52	Århus	Århus	NP:sig#:--:----	O	
26-53	Teater	teater	NC:siun:--:----	O	
26-54	er	være	VF:----:sa:----	O	
26-55	et	en	PI:s-un:--:----	O	
26-56	ganske	ganske	D-:----:--:u---	O	
26-57	krævende	krævende	AC:§§u§:--:p---	O	
26-58	stykke	stykke	NC:siun:--:----	B-stykke-4b	
26-59	arbejde	arbejde	NC:siun:--:----	O	
26-60	.	.	ZP	O	

#id=27
#text=Vikan se, at rigtig mange, i Frederikshavn er det 16-17 stykker af beredskabet, er på vej til at tælle ned, og lykkes det dem ikke at finde et fuldtidsarbejde i disse svære tider, ryger de helt ud af beredskabet.
27-1	Vi	vi	PP:p-nc:--:-1n-	O	
27-2	kan	kunne	VF:----:sa:----	O	
27-3	se	se	VI:----:-a:----	O	
27-4	,	,	ZD	O	
27-5	at	at	CS:----:--:----	O	
27-6	rigtig	rigtig	AD:----:--:p---	O	
27-7	mange	mangen	AC:p#u#:--:p---	O	
27-8	,	,	ZD	O	
27-9	i	i	T-:----:--:----	O	
27-10	Frederikshavn	Frederikshavn	NP:siu#:--:----	O	
27-11	er	være	VF:----:sa:----	O	
27-12	det	den	PM:s-un:--:----	O	
27-13	16	16	LW:----:--:----	O	
27-14	-	-	ZH	O	
27-15	17	17	LC:--u-:--:----	O	
27-16	stykker	stykke	NC:piu#:--:----	B-stykke-4a	
27-17	af	af	T-:----:--:----	O	
27-18	beredskabet	beredskab	NC:sdun:--:----	O	
27-19	,	,	ZD	O	
27-20	er	være	VF:----:sa:----	O	
27-21	på	på	T-:----:--:----	O	
27-22	vej	vej	NC:siuc:--:----	O	
27-23	til	til	T-:----:--:----	O	
27-24	at	at	UI:----:--:----	O	
27-25	tælle	tælle	VI:----:-a:----	O	
27-26	ned	ned	D-:----:--:u---	O	
27-27	,	,	ZD	O	
27-28	og	og	CC:----:--:----	O	
27-29	lykkes	lykkes	VF:----:sp:----	O	
27-30	det	det	PP:s-un:--:-3n-	O	
27-31	dem	dem	XY:----:--:----	O	
27-32	ikke	ikke	D-:----:--:u---	O	
27-33	at	at	UI:----:--:----	O	
27-34	finde	finde	VI:----:-a:----	O	
27-35	et	en	PI:s-un:--:----	O	
27-36	fuldtidsarbejde	fuldtidsarbejde	NC:siun:--:----	O	
27-37	i	i	T-:----:--:----	O	
27-38	disse	denne	PM:p-u#:--:----	O	
27-39	svære	svær	AC:p#u#:--:p---	O	
27-40	tider	tid	NC:piu#:--:----	O	
27-41	,	,	ZD	O	
27-42	ryger	ryge	VF:----:sa:----	O	
27-43	de	den	PM:p-u#:--:----	O	
27-44	helt	hel	AD:----:--:p---	O	
27-45	ud	ud	D-:----:--:u---	O	
27-46	af	af	T-:----:--:----	O	
27-47	beredskabet	beredskab	NC:sdun:--:----	O	
27-48	.	.	ZP	O	

#id=28
#text=Vi vil gerne _ og det er faktisk en overkompensation _ give det til brandfolkene, for de laver et livsvigtigt stykke arbejde.
28-1	Vi	vi	PP:p-nc:--:-1n-	O	
28-2	vil	ville	VF:----:sa:----	O	
28-3	gerne	gerne	D-:----:--:u---	O	
28-4	_	_	NC:piu#:--:----	O	
28-5	og	og	CC:----:--:----	O	
28-6	det	det	PP:s-un:--:-3n-	O	
28-7	er	være	VF:----:sa:----	O	
28-8	faktisk	faktisk	AD:----:--:p---	O	
28-9	en	en	PI:s-uc:--:----	O	
28-10	overkompensation	overkompensation	NC:siuc:--:----	O	
28-11	_	_	NC:piu#:--:----	O	
28-12	give	give	VI:----:-a:----	O	
28-13	det	det	PP:s-un:--:-3n-	O	
28-14	til	til	T-:----:--:----	O	
28-15	brandfolkene	brandfolk	NC:pdu#:--:----	O	
28-16	,	,	ZD	O	
28-17	for	for	CC:----:--:----	O	
28-18	de	de	PP:p-n#:--:-3n-	O	
28-19	laver	lave	VF:----:sa:----	O	
28-20	et	en	PI:s-un:--:----	O	
28-21	livsvigtigt	livsvigtig	AC:siun:--:p---	O	
28-22	stykke	stykke	NC:siun:--:----	B-stykke-4b	
28-23	arbejde	arbejde	NC:siun:--:----	O	
28-24	.	.	ZP	O	

#id=29
#text=Man skal opgøre sit lager af klyngeammunition allerede nu, og skal faktisk opgive det med stelnummer for hvert eneste stykke våben, og man skal halvårligt indrapportere, hvordan det går, der skal holdes møder landene imellem, og der skal være sådan en gennemgangskonference hvert femte år, hvis man ikke er færdig med at destruere disse klyngebomber.
29-1	Man	man	PI:#-uc:--:----	O	
29-2	skal	skulle	VF:----:sa:----	O	
29-3	opgøre	opgøre	VI:----:-a:----	O	
29-4	sit	sin	PO:s--n:--:-3ys	O	
29-5	lager	lager	NC:siun:--:----	O	
29-6	af	af	T-:----:--:----	O	
29-7	klyngeammunition	unition	NC:siuc:--:----	O	
29-8	allerede	allerede	D-:----:--:u---	O	
29-9	nu	nu	D-:----:--:u---	O	
29-10	,	,	ZD	O	
29-11	og	og	CC:----:--:----	O	
29-12	skal	skulle	VF:----:sa:----	O	
29-13	faktisk	faktisk	AD:----:--:p---	O	
29-14	opgive	opgive	VI:----:-a:----	O	
29-15	det	det	PP:s-un:--:-3n-	O	
29-16	med	med	T-:----:--:----	O	
29-17	stelnummer	stelnummer	NC:siun:--:----	O	
29-18	for	for	T-:----:--:----	O	
29-19	hvert	hver	PI:s-un:--:----	O	
29-20	eneste	eneste	AC:§§u§:--:p---	O	
29-21	stykke	stykke	NC:siun:--:----	B-stykke-4	
29-22	våben	våben	NC:piu#:--:----	O	
