 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text=Derfor sagde vi til regeringen, at vi ønskede forbedringer af sygedagpengesystemet, også i lyset af den her økonomiske krise, der selvfølgelig har en risiko for at presse flere mennesker ud.
1-1	Derfor	derfor	D-:----:--:u---	
27-1	Det	det	PP:s-un:--:-3n-	
27-2	er	være	VF:----:sa:----	
27-3	rigtigt	rigtig	AC:siun:--:p---	
27-4	,	,	ZD	
27-5	at	at	CS:----:--:----	
27-6	det	det	PP:s-un:--:-3n-	
27-7	f	for	T-:----:--:----	
27-8	.	.	ZP	
27-9	eks	eksempel	NC:siun:--:----	
27-10	.	.	ZP	
27-11	også	også	D-:----:--:u---	
27-12	er	være	VF:----:sa:----	
27-13	forbudt	forbyde	VT:siu#:t-:----	
27-14	at	at	UI:----:--:----	
27-15	gå	gå	VI:----:-a:----	
27-16	over	over	D-:----:--:u---	
27-17	for	for	T-:----:--:----	
27-18	rødt	rød	AC:siun:--:p---	
27-19	lys	lys|lys-3|lys-5|lys-F-der-går-et-lys-op-for-nogen|lys-F-brænde-sit-lys-i-begge-ender|lys-F-bengalsk-lys|lys-4|Lys-2|lys-1-1a-1b-1c-1f|lys-1f|lys-1e|lys-1d|lys-1g|lys-F-føre-nogen-bag-lyset|lys-F-grønt-lys(for-noget)|lys-F-i-et-nyt-(andet-..)-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-lys-i-mørket|lys-F-se-dagens-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-lyset|lys-F-rank-som-et-lys|lys-F-levende-lys|lys-F-komme-for-dagens-lys|lys-F-kaste-lys-over|lys-F-i-lyset-af|lys-F-gå-ud-som-et-lys|lys-F-grønt/gult/rødt-lys	NC:siun:--:----	
27-20	,	,	ZD	
27-21	men	men	CC:----:--:----	
27-22	hvis	hvis	CS:----:--:----	
27-23	man	man	PI:#-uc:--:----	
27-24	pludselig	pludselig	D-:----:--:u---	
27-25	hævede	hæve	VF:----:ta:----	
27-26	straffen	straf	NC:sduc:--:----	
27-27	for	for	T-:----:--:----	
27-28	at	at	UI:----:--:----	
27-29	gå	gå	VI:----:-a:----	
27-30	over	over	D-:----:--:u---	
27-31	for	for	T-:----:--:----	
27-32	rødt	rød	AC:siun:--:p---	
27-33	lys	lys	NC:siun:--:----	
27-34	fra	fra	T-:----:--:----	
27-35	bøde	bøde	NC:siuc:--:----	
27-36	og	og	CC:----:--:----	
27-37	sagde	sige	VF:----:ta:----	
27-38	,	,	ZD	
27-39	at	at	CS:----:--:----	
27-40	det	det	PP:s-un:--:-3n-	
27-41	i	i	T-:----:--:----	
27-42	stedet	sted	NC:sdun:--:----	
27-43	skulle	skulle	VF:----:ta:----	
27-44	give	give	VI:----:-a:----	
27-45	40	40	LC:--u-:--:----	
27-46	dages	dag	NC:pig#:--:----	
27-47	fængsel	fængsel	NC:siun:--:----	
27-48	,	,	ZD	
27-49	vil	ville	VF:----:sa:----	
27-50	jeg	jeg	PP:s-nc:--:-1n-	
27-51	sige	sige	VI:----:-a:----	
27-52	,	,	ZD	
27-53	at	at	CS:----:--:----	
27-54	det	det	PP:s-un:--:-3n-	
27-55	er	være	VF:----:sa:----	
27-56	en	en	PI:s-uc:--:----	
27-57	meget	megen	AC:siu§:--:p---	
27-58	,	,	ZD	
27-59	meget	megen	AD:----:--:p---	
27-60	alvorlig	alvorlig	AC:siuc:--:p---	
27-61	,	,	ZD	
27-62	omfattende	omfattende	AC:§§u§:--:p---	
27-63	ny	ny	AC:sdu#:--:p---	
27-64	ting	ting	NW:----:--:----	
27-65	_	_	ZH	
27-66	især	især	D-:----:--:u---	
27-67	hvis	hvis	CS:----:--:----	
27-68	man	man	PI:#-uc:--:----	
27-69	oven	oven	D-:----:--:u---	
27-70	i	i	T-:----:--:----	
27-71	købet	køb	NC:sdun:--:----	
27-72	sagde	sige	VF:----:ta:----	
27-73	,	,	ZD	
27-74	at	at	CS:----:--:----	
27-75	der	der	US:----:--:----	
27-76	,	,	ZD	
27-77	hvor	hvor	D-:----:--:u---	
27-78	det	det	PP:s-un:--:-3n-	
27-79	skulle	skulle	VF:----:ta:----	
27-80	give	give	VI:----:-a:----	
27-81	40	40	LC:--u-:--:----	
27-82	dages	dag	NC:pig#:--:----	
27-83	fængsel	fængsel	NC:siun:--:----	
27-84	for	for	T-:----:--:----	
27-85	at	at	UI:----:--:----	
27-86	gå	gå	VI:----:-a:----	
27-87	over	over	D-:----:--:u---	
27-88	for	for	T-:----:--:----	
27-89	rødt	rød	AC:siun:--:p---	
27-90	lys	lys	NC:siun:--:----	
27-91	,	,	ZD	
27-92	var	være	VF:----:ta:----	
27-93	,	,	ZD	
27-94	hvor	hvor	D-:----:--:u---	
27-95	nogle	nogen	PI:p-u#:--:----	
27-96	andre	andre	XY:----:--:----	
27-97	et	en	PI:s-un:--:----	
27-98	andet	anden	PI:s-un:--:----	
27-99	sted	sted	NC:siun:--:----	
27-100	i	i	T-:----:--:----	
27-101	nærheden	nærhed	NC:sduc:--:----	
27-102	,	,	ZD	
27-103	i	i	T-:----:--:----	
27-104	en	en	PI:s-uc:--:----	
27-105	anden	anden	PI:s-uc:--:----	
27-106	gade	gade	NC:siuc:--:----	
27-107	,	,	ZD	
27-108	havde	have	VF:----:ta:----	
27-109	kørt	køre	:siu#:t-:----	
27-110	spirituskørsel	spirituskørsel	NC:siuc:--:----	
27-111	.	.	ZP	

#id=28
#text=Når vi tager fat med initiativet her, er det, fordi det stadig væk er vores opfattelse, at den finansielle sektor er så berørt af de opstramninger, der skete i lyset af den meget snævre økonomiske ramme, den finansielle sektor havde, at likviditetsmarkedet endnu ikke er normaliseret.
28-1	Når	når	CS:----:--:----	
28-2	vi	vi	PP:p-nc:--:-1n-	
28-3	tager	tage	VF:----:sa:----	
28-4	fat	fat	D-:----:--:u---	
28-5	med	med	T-:----:--:----	
28-6	initiativet	initiativ	NC:sdun:--:----	
28-7	her	her	D-:----:--:u---	
28-8	,	,	ZD	
28-9	er	være	VF:----:sa:----	
28-10	det	det	PP:s-un:--:-3n-	
28-11	,	,	ZD	
28-12	fordi	fordi	CS:----:--:----	
28-13	det	det	PP:s-un:--:-3n-	
28-14	stadig	stadig	D-:----:--:u---	
28-15	væk	væk	D-:----:--:u---	
28-16	er	være	VF:----:sa:----	
28-17	vores	vores	PO:#--#:--:-1np	
28-18	opfattelse	opfattelse	NC:siuc:--:----	
28-19	,	,	ZD	
28-20	at	at	CS:----:--:----	
28-21	den	den	PM:s-uc:--:----	
28-22	finansielle	finansiel	AC:sdu#:--:p---	
28-23	sektor	sektor	NC:siuc:--:----	
28-24	er	være	VF:----:sa:----	
28-25	så	så	D-:----:--:u---	
28-26	berørt	berøre	VT:siu#:t-:----	
28-27	af	af	T-:----:--:----	
28-28	de	den	PM:p-u#:--:----	
28-29	opstramninger	opstramning	NC:piu#:--:----	
28-30	,	,	ZD	
28-31	der	der	US:----:--:----	
28-32	skete	ske	VF:----:ta:----	
28-33	i	i	T-:----:--:----	
28-34	lyset	lys|lys-1e|lys-1d|lys-1-1a-1b-1c-1f|lys-1f|lys-4|lys-F-bengalsk-lys|lys-F-der-går-et-lys-op-for-nogen|lys-F-gå-ud-som-et-lys|lys-F-i-lyset-af|lys-F-komme-for-dagens-lys|lys-F-levende-lys|lys-F-rank-som-et-lys|lys-F-se-lyset|lys-F-tåle-dagens-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-dagens-lys|lys-F-lys-i-mørket|lys-F-lede/søge-med-lys-og-lygte|lys-F-kaste-lys-over|lys-F-i-et-nyt-(andet-..)-lys|lys-F-grønt-lys(for-noget)|lys-F-grønt/gult/rødt-lys|lys-F-føre-nogen-bag-lyset|lys-F-brænde-sit-lys-i-begge-ender|lys-5|lys-3|Lys-2|lys-1g	NC:sdun:--:----	
28-35	af	af	T-:----:--:----	
28-36	den	den	PM:s-uc:--:----	
28-37	meget	megen	AD:----:--:p---	
28-38	snævre	snæver	AC:sdu#:--:p---	
28-39	økonomiske	økonomisk	AC:sdu#:--:p---	
28-40	ramme	ramme	NC:siuc:--:----	
28-41	,	,	ZD	
28-42	den	den	PM:s-uc:--:----	
28-43	finansielle	finansiel	AC:sdu#:--:p---	
28-44	sektor	sektor	NC:siuc:--:----	
28-45	havde	have	VF:----:ta:----	
28-46	,	,	ZD	
28-47	at	at	CS:----:--:----	
28-48	likviditetsmarkedet	likviditetsmarked	NC:sdun:--:----	
28-49	endnu	endnu	D-:----:--:u---	
28-50	ikke	ikke	D-:----:--:u---	
28-51	er	være	VF:----:sa:----	
28-52	normaliseret	normalisere	VT:siu#:t-:----	
28-53	.	.	ZP	

#id=29
#text= Så set i det lys er det her lovforslag jo fornuftigt og godt.
29-1	Så	så	D-:----:--:u---	
29-2	set	se	VT:siu#:t-:----	
29-3	i	i	T-:----:--:----	
29-4	det	den	PM:s-un:--:----	
29-5	lys	lys|lys-1-1a-1b-1c-1f|lys-1e|lys-1g|lys-3|lys-F-brænde-sit-lys-i-begge-ender|lys-F-føre-nogen-bag-lyset|lys-F-grønt-lys(for-noget)|lys-F-kaste-lys-over|lys-F-lede/søge-med-lys-og-lygte|lys-F-lys-i-mørket|lys-F-se-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-se-lyset|lys-F-rank-som-et-lys|lys-F-levende-lys|lys-F-komme-for-dagens-lys|lys-F-i-lyset-af|lys-F-i-et-nyt-(andet-..)-lys|lys-F-gå-ud-som-et-lys|lys-F-grønt/gult/rødt-lys|lys-F-der-går-et-lys-op-for-nogen|lys-F-bengalsk-lys|lys-5|lys-4|Lys-2|lys-1f|lys-1d	NC:siun:--:----	
29-6	er	være	VF:----:sa:----	
29-7	det	det	PP:s-un:--:-3n-	
29-8	her	her	D-:----:--:u---	
29-9	lovforslag	lovforslag	NC:siun:--:----	
29-10	jo	jo	D-:----:--:u---	
29-11	fornuftigt	fornuftig	AD:----:--:p---	
29-12	og	og	CC:----:--:----	
29-13	godt	god	AD:----:--:p---	
29-14	.	.	ZP	

#id=30
#text=I det hele taget bør man måske grave et spadestik dybere endnu en gang og komme i gang med at få en diskussion om hele idrætsområdet, set i lyset af at spillemonopolet er slut eller måske i hvert fald synger på sidste vers.
30-1	I	i	T-:----:--:----	
30-2	det	den	PM:s-un:--:----	
30-3	hele	hel	AC:sdu#:--:p---	
30-4	taget	tag	NC:sdun:--:----	
30-5	bør	burde	VF:----:sa:----	
30-6	man	man	PI:#-uc:--:----	
30-7	måske	måske	D-:----:--:u---	
30-8	grave	grav	NC:piu#:--:----	
30-9	et	en	PI:s-un:--:----	
30-10	spadestik	spadestik	NC:siun:--:----	
30-11	dybere	dyb	AD:----:--:c---	
30-12	endnu	endnu	D-:----:--:u---	
30-13	en	en	PI:s-uc:--:----	
30-14	gang	gang	NC:siuc:--:----	
30-15	og	og	CC:----:--:----	
30-16	komme	komme	VI:----:-a:----	
30-17	i	i	T-:----:--:----	
30-18	gang	gang	NC:siuc:--:----	
30-19	med	med	T-:----:--:----	
30-20	at	at	UI:----:--:----	
30-21	få	få	VI:----:-a:----	
30-22	en	en	PI:s-uc:--:----	
30-23	diskussion	diskussion	NC:siuc:--:----	
30-24	om	om	T-:----:--:----	
30-25	hele	hel	AC:sdu#:--:p---	
30-26	idrætsområdet	idrætsområde	NC:sdun:--:----	
30-27	,	,	ZD	
30-28	set	se	VT:siu#:t-:----	
30-29	i	i	T-:----:--:----	
30-30	lyset	lys|lys-1d|Lys-2|lys-3|lys-1g|lys-1f|lys-1e|lys-1-1a-1b-1c-1f|lys-4|lys-F-bengalsk-lys|lys-F-grønt/gult/rødt-lys|lys-F-gå-ud-som-et-lys|lys-F-i-lyset-af|lys-F-levende-lys|lys-F-rank-som-et-lys|lys-F-se-lyset|lys-F-tåle-dagens-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-dagens-lys|lys-F-lys-i-mørket|lys-F-lede/søge-med-lys-og-lygte|lys-F-komme-for-dagens-lys|lys-F-kaste-lys-over|lys-F-i-et-nyt-(andet-..)-lys|lys-F-grønt-lys(for-noget)|lys-F-føre-nogen-bag-lyset|lys-F-der-går-et-lys-op-for-nogen|lys-F-brænde-sit-lys-i-begge-ender|lys-5	NC:sdun:--:----	
30-31	af	af	T-:----:--:----	
30-32	at	at	CS:----:--:----	
30-33	spillemonopolet	spillemonopol	NC:sdun:--:----	
30-34	er	være	VF:----:sa:----	
30-35	slut	slut	NC:§§u§:--:----	
30-36	eller	eller	CC:----:--:----	
30-37	måske	måske	D-:----:--:u---	
30-38	i	i	T-:----:--:----	
30-39	hvert	hver	PI:s-un:--:----	
30-40	fald	fald	NC:siun:--:----	
30-41	synger	synge	VF:----:sa:----	
30-42	på	på	T-:----:--:----	
30-43	sidste	sidste	AC:§§u§:--:p---	
30-44	vers	vers	NC:siun:--:----	
30-45	.	.	ZP	

#id=31
#text=Men det er klart, at unge mennesker i vore dage jo også foretager en vurdering af, og det fortæller vi dem jo hele tiden at de skal, hvordan deres muligheder er for at klare sig økonomisk fremover, og hvis de skal se frem til hårdt arbejde gennem mange, mange år og måske lidt anerkendelse på den store dag, hvor de får en medalje, og hvor den til enhver tid siddende minister måske endda for at få lidt ekstra andel i  det lys, der stråler fra de her medaljer, deler ud af nogle skattefri gaver, ja, så skal de altså være indstillet på i en meget lang periode af deres liv at vælge at have nogle økonomiske vilkår, som er meget dårlige, og hvor det almindelige familieliv, de måske har en drøm om at etablere, faktisk er umuligt.
31-1	Men	men	CC:----:--:----	
31-2	det	det	PP:s-un:--:-3n-	
31-3	er	være	VF:----:sa:----	
31-4	klart	klar	AC:siun:--:p---	
31-5	,	,	ZD	
31-6	at	at	CS:----:--:----	
31-7	unge	ung	AC:p#u#:--:p---	
31-8	mennesker	menneske	NC:piu#:--:----	
31-9	i	i	T-:----:--:----	
31-10	vore	vores	PO:p--#:--:-1np	
31-11	dage	dag	NC:piu#:--:----	
31-12	jo	jo	D-:----:--:u---	
31-13	også	også	D-:----:--:u---	
31-14	foretager	foretage	VF:----:sa:----	
31-15	en	en	PI:s-uc:--:----	
31-16	vurdering	vurdering	NC:siuc:--:----	
31-17	af	af	T-:----:--:----	
31-18	,	,	ZD	
31-19	og	og	CC:----:--:----	
31-20	det	det	PP:s-un:--:-3n-	
31-21	fortæller	fortælle	VF:----:sa:----	
31-22	vi	vi	PP:p-nc:--:-1n-	
31-23	dem	De	PP:#-uc:--:-2#-	
31-24	jo	jo	D-:----:--:u---	
31-25	hele	hel	AC:sdu#:--:p---	
31-26	tiden	tid	NC:sduc:--:----	
31-27	at	at	CS:----:--:----	
31-28	de	de	PP:p-n#:--:-3n-	
31-29	skal	skulle	VF:----:sa:----	
31-30	,	,	ZD	
31-31	hvordan	hvordan	D-:----:--:u---	
31-32	deres	deres	XY:----:--:----	
31-33	muligheder	mulighed	NC:piu#:--:----	
31-34	er	være	VF:----:sa:----	
31-35	for	for	T-:----:--:----	
31-36	at	at	UI:----:--:----	
31-37	klare	klare	VI:----:-a:----	
31-38	sig	sig	PP:#-u#:--:-3y-	
31-39	økonomisk	økonomisk	AD:----:--:p---	
31-40	fremover	fremover	D-:----:--:u---	
31-41	,	,	ZD	
31-42	og	og	CC:----:--:----	
31-43	hvis	hvis	CS:----:--:----	
31-44	de	de	PP:p-n#:--:-3n-	
31-45	skal	skulle	VF:----:sa:----	
31-46	se	se	VI:----:-a:----	
31-47	frem	frem	D-:----:--:u---	
31-48	til	til	T-:----:--:----	
31-49	hårdt	hård	AC:siun:--:p---	
31-50	arbejde	arbejde	NC:siun:--:----	
31-51	gennem	gennem	--:--:----	
31-52	mange	mangen	AC:p#u#:--:p---	
31-53	,	,	ZD	
31-54	mange	mangen	AC:p#u#:--:p---	
31-55	år	år	NC:piu#:--:----	
31-56	og	og	CC:----:--:----	
31-57	måske	måske	D-:----:--:u---	
31-58	lidt	lidt	AC:siu§:--:p---	
31-59	anerkendelse	anerkendelse	NC:siuc:--:----	
31-60	på	på	T-:----:--:----	
31-61	den	den	PM:s-uc:--:----	
31-62	store	stor	AC:sdu#:--:p---	
31-63	dag	dag	NC:siuc:--:----	
31-64	,	,	ZD	
31-65	hvor	hvor	D-:----:--:u---	
31-66	de	de	PP:p-n#:--:-3n-	
31-67	får	få	VF:----:sa:----	
31-68	en	en	PI:s-uc:--:----	
31-69	medalje	medalje	NC:siuc:--:----	
31-70	,	,	ZD	
31-71	og	og	CC:----:--:----	
31-72	hvor	hvor	D-:----:--:u---	
31-73	den	den	PP:s-uc:--:-3n-	
31-74	til	til	T-:----:--:----	
31-75	enhver	enhver	PI:s-uc:--:----	
31-76	tid	tid	NC:siuc:--:----	
31-77	siddende	sidde	VP:##u#:s-:----	
31-78	minister	minister	NC:siuc:--:----	
31-79	måske	måske	D-:----:--:u---	
31-80	endda	endda	D-:----:--:u---	
31-81	for	for	T-:----:--:----	
31-82	at	at	UI:----:--:----	
31-83	få	få	VI:----:-a:----	
31-84	lidt	lidt	AD:----:--:p---	
31-85	ekstra	ekstra	AC:§§u§:--:p---	
31-86	andel	andel	NC:siuc:--:----	
31-87	i	i	T-:----:--:----	
31-88	det	den	PM:s-un:--:----	
31-89	lys	lys|lys-1g|lys-3|Lys-2|lys-1f|lys-1d|lys-1-1a-1b-1c-1f|lys-1e|lys-5|lys-F-brænde-sit-lys-i-begge-ender|lys-F-føre-nogen-bag-lyset|lys-F-grønt-lys(for-noget)|lys-F-i-et-nyt-(andet-..)-lys|lys-F-kaste-lys-over|lys-F-lede/søge-med-lys-og-lygte|lys-F-se-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-se-lyset|lys-F-rank-som-et-lys|lys-F-lys-i-mørket|lys-F-levende-lys|lys-F-komme-for-dagens-lys|lys-F-i-lyset-af|lys-F-gå-ud-som-et-lys|lys-F-grønt/gult/rødt-lys|lys-F-der-går-et-lys-op-for-nogen|lys-F-bengalsk-lys|lys-4	NC:siun:--:----	
31-90	,	,	ZD	
31-91	der	der	US:----:--:----	
31-92	stråler	stråle	VF:----:sa:----	
31-93	fra	fra	T-:----:--:----	
31-94	de	den	PM:p-u#:--:----	
31-95	her	her	D-:----:--:u---	
31-96	medaljer	medalje	NC:piu#:--:----	
31-97	,	,	ZD	
31-98	deler	dele	VF:----:sa:----	
31-99	ud	ud	D-:----:--:u---	
31-100	af	af	T-:----:--:----	
31-101	nogle	nogen	PI:p-u#:--:----	
31-102	skattefri	skattefri	AC:p#u#:--:p---	
31-103	gaver	gave	NC:piu#:--:----	
31-104	,	,	ZD	
31-105	ja	ja	I-:----:--:----	
31-106	,	,	ZD	
31-107	så	så	D-:----:--:u---	
31-108	skal	skulle	VF:----:sa:----	
31-109	de	de	PP:p-n#:--:-3n-	
31-110	altså	altså	D-:----:--:u---	
31-111	være	være	VI:----:-a:----	
31-112	indstillet	indstille	VT:siu#:t-:----	
31-113	på	på	T-:----:--:----	
31-114	i	i	T-:----:--:----	
31-115	en	en	PI:s-uc:--:----	
31-116	meget	megen	AD:----:--:p---	
31-117	lang	lang	AC:siuc:--:p---	
31-118	periode	periode	NC:siuc:--:----	
31-119	af	af	T-:----:--:----	
31-120	deres	deres	PO:#--#:--:-3np	
31-121	liv	liv	NC:piu#:--:----	
31-122	at	at	UI:----:--:----	
31-123	vælge	vælge	VI:----:-a:----	
31-124	at	at	UI:----:--:----	
31-125	have	have	VI:----:-a:----	
31-126	nogle	nogen	PI:p-u#:--:----	
31-127	økonomiske	økonomisk	AC:p#u#:--:p---	
31-128	vilkår	vilkår	NC:piu#:--:----	
31-129	,	,	ZD	
31-130	som	som	US:----:--:----	
31-131	er	være	VF:----:sa:----	
31-132	meget	megen	AD:----:--:p---	
31-133	dårlige	dårlig	AC:p#u#:--:p---	
31-134	,	,	ZD	
31-135	og	og	CC:----:--:----	
31-136	hvor	hvor	D-:----:--:u---	
31-137	det	den	PM:s-un:--:----	
31-138	almindelige	almindelig	AC:sdu#:--:p---	
31-139	familieliv	familieliv	NC:siun:--:----	
31-140	,	,	ZD	
31-141	de	de	PP:p-n#:--:-3n-	
31-142	måske	måske	D-:----:--:u---	
31-143	har	have	VF:----:sa:----	
31-144	en	en	PI:s-uc:--:----	
31-145	drøm	drøm	NC:siuc:--:----	
31-146	om	om	T-:----:--:----	
31-147	at	at	UI:----:--:----	
31-148	etablere	etablere	VI:----:-a:----	
31-149	,	,	ZD	
31-150	faktisk	faktisk	AD:----:--:p---	
31-151	er	være	VF:----:sa:----	
31-152	umuligt	umulig	AD:----:--:p---	
31-153	.	.	ZP	

#id=32
#text= Det er jo rigtig mange penge, og set i lyset af at vi befinder os i en krisetid, virker forslaget ikke realistisk.
32-1	Det	det	PP:s-un:--:-3n-	
32-2	er	være	VF:----:sa:----	
32-3	jo	jo	D-:----:--:u---	
32-4	rigtig	rigtig	AD:----:--:p---	
32-5	mange	mangen	AC:p#u#:--:p---	
32-6	penge	penge	NC:piu#:--:----	
32-7	,	,	ZD	
32-8	og	og	CC:----:--:----	
32-9	set	se	VT:siu#:t-:----	
32-10	i	i	T-:----:--:----	
32-11	lyset	lys|lys-F-gå-ud-som-et-lys|lys-F-i-lyset-af|lys-F-komme-for-dagens-lys|lys-F-levende-lys|lys-F-rank-som-et-lys|lys-F-tåle-dagens-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-lyset|lys-F-se-dagens-lys|lys-F-lys-i-mørket|lys-F-lede/søge-med-lys-og-lygte|lys-F-kaste-lys-over|lys-F-i-et-nyt-(andet-..)-lys|lys-F-grønt-lys(for-noget)|lys-1f|Lys-2|lys-3|lys-1g|lys-1e|lys-1-1a-1b-1c-1f|lys-1d|lys-4|lys-F-der-går-et-lys-op-for-nogen|lys-F-grønt/gult/rødt-lys|lys-F-føre-nogen-bag-lyset|lys-F-brænde-sit-lys-i-begge-ender|lys-F-bengalsk-lys|lys-5	NC:sdun:--:----	
32-12	af	af	T-:----:--:----	
32-13	at	at	CS:----:--:----	
32-14	vi	vi	PP:p-nc:--:-1n-	
32-15	befinder	befinde	VF:----:sa:----	
32-16	os	vi	PP:p-uc:--:-1#-	
32-17	i	i	T-:----:--:----	
32-18	en	en	PI:s-uc:--:----	
32-19	krisetid	krisetid	NC:siuc:--:----	
32-20	,	,	ZD	
32-21	virker	virke	VF:----:sa:----	
32-22	forslaget	forslag	NC:sdun:--:----	
32-23	ikke	ikke	D-:----:--:u---	
32-24	realistisk	realistisk	AC:siu§:--:p---	
32-25	.	.	ZP	

#id=33
#text= Set i lyset heraf er det selvfølgelig uheldigt, at SU-systemet er indrettet sådan, at man i dag ikke kan få SU, hvis man påbegynder en videregående uddannelse, før man fylder 18 år.
33-1	Set	se	VT:siu#:t-:----	
33-2	i	i	T-:----:--:----	
33-3	lyset	lys|lys-1d|-1c-1f|lys-1e|lys-1g|lys-3|lys-5|lys-F-brænde-sit-lys-i-begge-ender|lys-F-grønt-lys(for-noget)|lys-F-i-et-nyt-(andet-..)-lys|lys-F-kaste-lys-over|lys-F-lede/søge-med-lys-og-lygte|lys-F-lys-i-mørket|lys-F-se-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-se-lyset|lys-F-rank-som-et-lys|lys-F-levende-lys|lys-F-komme-for-dagens-lys|lys-F-i-lyset-af|lys-F-gå-ud-som-et-lys|lys-F-grønt/gult/rødt-lys|lys-F-føre-nogen-bag-lyset|lys-F-der-går-et-lys-op-for-nogen|lys-F-bengalsk-lys|lys-4|Lys-2|lys-1f	NC:sdun:--:----	
33-4	heraf	heraf	D-:----:--:u---	
33-5	er	være	VF:----:sa:----	
33-6	det	det	PP:s-un:--:-3n-	
33-7	selvfølgelig	selvfølgelig	D-:----:--:u---	
33-8	uheldigt	uheldig	AC:siun:--:p---	
33-9	,	,	ZD	
33-10	at	at	CS:----:--:----	
33-11	SU	SU	NW:----:--:----	
33-12	-	-	ZH	
33-13	systemet	system	NC:sdun:--:----	
33-14	er	være	VF:----:sa:----	
33-15	indrettet	indrette	VT:siu#:t-:----	
33-16	sådan	sådan	D-:----:--:u---	
33-17	,	,	ZD	
33-18	at	at	CS:----:--:----	
33-19	man	man	PI:#-uc:--:----	
33-20	i	i	T-:----:--:----	
33-21	dag	dag	NC:siuc:--:----	
33-22	ikke	ikke	D-:----:--:u---	
33-23	kan	kunne	VF:----:sa:----	
33-24	få	få	VI:----:-a:----	
33-25	SU	SU	NP:siu#:--:----	
33-26	,	,	ZD	
33-27	hvis	hvis	CS:----:--:----	
33-28	man	man	PI:#-uc:--:----	
33-29	påbegynder	påbegynde	VF:----:sa:----	
33-30	en	en	PI:s-uc:--:----	
33-31	videregående	videregående	AD:----:--:p---	
33-32	uddannelse	uddannelse	NC:siuc:--:----	
33-33	,	,	ZD	
33-34	før	før	CS:----:--:----	
33-35	man	man	PI:#-uc:--:----	
33-36	fylder	fylde	VF:----:sa:----	
33-37	18	18	LC:--u-:--:----	
33-38	år	år	NC:piu#:--:----	
33-39	.	.	ZP	

#id=34
#text= Formålet var at få de fagligt bedste anbefalinger til, hvordan vi får flere i arbejde på længere sigt, og det på en måde, så enderne i den offentlige økonomi kommer til at hænge sammen i lyset af den demografiske udvikling i de kommende år, hvor de små årgange kommer ind på arbejdsmarkedet, mens de store årgange går på efterløn og pension.
34-1	Formålet	formål	NC:sdun:--:----	
34-2	var	være	VF:----:ta:----	
34-3	at	at	UI:----:--:----	
34-4	få	få	VI:----:-a:----	
34-5	de	den	PM:p-u#:--:----	
34-6	fagligt	faglig	AD:----:--:p---	
34-7	bedste	god	AC:§du§:--:s---	
34-8	anbefalinger	anbefaling	NC:piu#:--:----	
34-9	til	til	T-:----:--:----	
34-10	,	,	ZD	
34-11	hvordan	hvordan	D-:----:--:u---	
34-12	vi	vi	PP:p-nc:--:-1n-	
34-13	får	få	VF:----:sa:----	
34-14	flere	mange	AC:##u#:--:c---	
34-15	i	i	T-:----:--:----	
34-16	arbejde	arbejde	NC:siun:--:----	
34-17	på	på	T-:----:--:----	
34-18	længere	lang	AC:##u#:--:c---	
34-19	sigt	sigt	NC:siuc:--:----	
34-20	,	,	ZD	
34-21	og	og	CC:----:--:----	
34-22	det	det	PP:s-un:--:-3n-	
34-23	på	på	T-:----:--:----	
34-24	en	en	PI:s-uc:--:----	
34-25	måde	måde	NC:siuc:--:----	
34-26	,	,	ZD	
34-27	så	så	CS:----:--:----	
34-28	enderne	ende	NC:pdu#:--:----	
34-29	i	i	T-:----:--:----	
34-30	den	den	PM:s-uc:--:----	
34-31	offentlige	offentlig	AC:sdu#:--:p---	
34-32	økonomi	økonomi	NC:siuc:--:----	
34-33	kommer	komme	VF:----:sa:----	
34-34	til	til	T-:----:--:----	
34-35	at	at	UI:----:--:----	
34-36	hænge	hænge	VI:----:-a:----	
34-37	sammen	sammen	D-:----:--:u---	
34-38	i	i	T-:----:--:----	
